100481|Sfinx|Sfinx||Point and Click,Adventure,|1||L.K. Avalon|L.K. Avalon|1997
102093|Sheila Rae, The Brave|Sheila Rae, The Brave||Point and Click,Adventure,|||Sierra On-Line|Sierra On-Line|1995
155492|Shivers|Shivers||Adventure,|1||Sierra|Sierra|1995
100001|Simon The Sorcerer|Simon The Sorcerer||Point and Click,Adventure,|1||Adventure Soft|Adventure Soft|1993
100002|Simon The Sorcerer 2 - The Lion, The Wizard And The Wardrobe|Simon The Sorcerer 2 - The Lion, The Wizard And The Wardrobe||Point and Click,Adventure,|1||Adventure Soft|Adventure Soft|1995
100003|Simon The Sorcerer's Puzzle Pack - D.i.m.p.|Simon The Sorcerer's Puzzle Pack - D.i.m.p.||Point and Click,Adventure,|||||
100004|Simon The Sorcerer's Puzzle Pack - Jumble|Simon The Sorcerer's Puzzle Pack - Jumble||Point and Click,Adventure,|||||
100005|Simon The Sorcerer's Puzzle Pack - Nopatience|Simon The Sorcerer's Puzzle Pack - Nopatience||Point and Click,Adventure,|||||
100006|Simon The Sorcerer's Puzzle Pack - Swampy Adventures|Simon The Sorcerer's Puzzle Pack - Swampy Adventures||Point and Click,Adventure,|||||
99872A|Slater And Charlie Go Camping|Slater And Charlie Go Camping||Point and Click,Adventure,|1||Sierra|Sierra|
102083|Sleeping Cub's Test Of Courage|Sleeping Cub's Test Of Courage||Point and Click,Adventure,|1||LK Avalon|LK Avalon|1995
99874A|Soltys|Soltys||Point and Click,Adventure,|1||LK Avalon|LK Avalon|1995
99875A|Space Quest - Chapter I - The Sarien Encounter|Space Quest - Chapter I - The Sarien Encounter||Point and Click,Adventure,|1||Sierra|Sierra|1986
99883A|Space Quest 2 - Vohaul's Revenge|Space Quest 2 - Vohaul's Revenge||Point and Click,Adventure,|1||Sierra|Sierra|1987
99886A|Space Quest 3 - The Pirates Of Pestulon|Space Quest 3 - The Pirates Of Pestulon||Point and Click,Adventure,|1||Sierra|Sierra|1989
100329|Space Quest 4 - Roger Wilco And The Time Rippers|Space Quest IV: Roger Wilco and the Time Rippers||Point and Click,Adventure,|1||Sierra|Sierra|1991
155489|Space Quest 6|Space Quest 6: Roger Wilco in the Spinal Frontier||Adventure,|||Sierra On-Line, Inc.|Sierra On-Line, Inc.|1995
99879A|Space Quest I - Roger Wilco In The Sarien Encounter|Space Quest I: Roger Wilco in the Sarien Encounter||Point and Click,Adventure,|1||Sierra|Sierra|
99892A|Space Quest 5 - The Next Mutation|Space Quest 5 - The Next Mutation||Point and Click,Adventure,|1||Sierra|Sierra|1993
99897A|Spy Fox 2 - Some Assembly Required|Spy Fox 2 - Some Assembly Required||Point and Click,Adventure,|1||Humongous Entertainment|Humongous Entertainment|1999
101875|Spy Fox 3 - Operation Ozone|Spy Fox 3 - Operation Ozone||Point and Click,Adventure,|||||
99894A|Spy Fox In |Spy Fox In "dry Cereal"||Point and Click,Adventure,|1||Humongous Entertainment|Humongous Entertainment|
101876|Spy Fox In Cheese Chase|Spy Fox In Cheese Chase||Point and Click,Adventure,|1||Humongous Entertainment|Humongous Entertainment|1998
101877|Spy Fox In Hold The Mustard|Spy Fox In Hold The Mustard||Point and Click,Adventure,|||The Digital Village|Simon & Schuster Interactive|1998
155493|Starship Titanic|Starship Titanic||Adventure,|1||The Digital Village|Simon &amp; Schuster, R&amp;P Electronic Media|1998
102094|Stellaluna|Stellaluna||Point and Click,Adventure,|||||
99898A|Teenagent|Teenagent||Point and Click,Adventure,|1||Metropolis Software House|Metropolis Software House|1994
99899A|7th Guest, The|The 7th Guest||Point and Click,Adventure,|1||Trilobyte|Virgin|1993
99917A|Legend of Kyrandia - Book One, The|The Legend of Kyrandia: Book One||Point and Click,Adventure,|1||Westwood Studios, Inc.|Westwood Studios, Inc.|1992
99926A|Manhole, The|The Manhole||Point and Click,Adventure,|1||Cyan Worlds|Activision|1988
99855A|The Secret of Monkey Island|The Secret of Monkey Island||Point and Click,Adventure,|1||Lucasfilm Games|Lucasfilm Games|1990
155478|Time Zone|Time Zone||Adventure,|1||Sierra On-Line, Inc.|Sierra On-Line, Inc.|
100631|Tony Tough And The Night Of Roasted Moths|Tony Tough And The Night Of Roasted Moths||Point and Click,Adventure,|1||Burst|Virgin Games, Ltd.|1996
99929A|Toonstruck|Toonstruck||Point and Click,Adventure,|1||Burst|Virgin|1996
155494|Torin's Passage|Torin's Passage||Adventure,|||Sierra On-Line, Inc.|Sierra On-Line, Inc.|1995
99931A|Troll's Tale|Troll's Tale||Point and Click,Adventure,|1||Sierra|Sierra|1983
100633|U.f.o.s / Gnap - Der Schurke Aus Dem All|U.f.o.s / Gnap - Der Schurke Aus Dem All||Point and Click,Adventure,|||||
155477|Ulysses And The Golden Fleece|Ulysses And The Golden Fleece||Adventure,|1||Coktel Vision|Sierra On-Line|1996
100019|Urban Runner|Urban Runner||Point and Click,Adventure,|1||Coktel Vision|Sierra On-Line|
99946A|Voyeur|Voyeur||Point and Click,Adventure,|1||Entertainment Software Partners|Interplay Productions|
99947A|Waxworks|Waxworks||Point and Click,Adventure,|1||Horrorsoft|Accolade|1992
100020|Ween - The Prophecy|Ween - The Prophecy||Point and Click,Adventure,|||||
99952A|Winnie The Pooh In The Hundred Acre Wood|Winnie The Pooh In The Hundred Acre Wood||Point and Click,Adventure,|1||Sierra On-Line, Inc.|U.S. Gold Ltd.|1984
155475|Wizard And The Princess|Wizard And The Princess||Point and Click,Adventure,|1||On-Line Systems|On-Line Systems|1980
99960A|Zak Mckracken And The Alien Mindbenders|Zak Mckracken And The Alien Mindbenders||Point and Click,Adventure,|1||Lucasfilm Games|Lucasfilm Games|1988
100635|Zork - Grand Inquisitor|Zork: Grand Inquisitor||Point and Click,Adventure,|1||Activision, Inc.|Activision, Inc.|1997
100636|Zork Nemesis - The Forbidden Lands|Zork Nemesis: The Forbidden Lands||Point and Click,Adventure,|||Zombie LLC|Activision, Inc.|1996
