97415A|Front Mission - Gun Hazard|Front Mission - Gun Hazard||Action,Role playing games,|1|Coop|Square|Square|1996
19058A|Full Throttle - All-american Racing|Full Throttle : All-American Racing||Race,Driving,|2||Gremlin Graphics Software|GameTek|1994
2754AA|Fun 'n' Games|Fun 'n Games||Various,|2||Leland Interactive Media|Tradewest|1994
38778A|Funaki Masakatsu Hybrid Wrestler - Tougi Denshou|Funaki Masakatsu Hybrid Wrestler - Tougi Denshou||Fight,|2||Tecmo|Tecmo|1994
38779A|Fune Tarou|Fune Tarou||Hunting and Fishing,|1||Pack-In-Video|Pack-In-Video|1997
38780A|Furuta Atsuya No Simulation Pro Yakyuu 2|Furuta Atsuya No Simulation Pro Yakyuu 2||Sports,|2||HECT|HECT|1996
18947A|G.o.d - Mezameyo To Yobu Koe Ga Kikoe|G.O.D - Mezame yo to Yobu Koe ga Kikoe||Role playing games,|1||Infinity Co., Ltd.|Third Stage|Imagineer Co., Ltd.
38782A|Gaia Saver - Hero Saidai No Sakusen|Gaia Saver - Hero Saidai No Sakusen||Role playing games,|1||Arc System Works|Banpresto|1994
38783A|Gakkou De Atta Kowai Hanashi|Gakkou De Atta Kowai Hanashi||Adventure,|1||Pandora Box|Banpresto|1995
38785A|Galaxy Robo|Galaxy Robo||Role playing games,|1||Copya Systems|Imagineer Co Ltd.|1994
19059A|Galaxy Wars|Galaxy Wars||Action,Shooter,|1||Universal Co., Ltd.|Imagineer Co., Ltd.|1995
121991|Gamars Puzzle|Gamars Puzzle||Reflection,|1|||Kaiser Electronics|1994
38786A|Gambler Jiko Chuushinha - Mahjong Kouisen|Gambler Jiko Chuushinha - Mahjong Kouisen|Gambler Jikochuushinha - Mahjong Kouisen|Asiatic board game,|1||Bits Laboratory|PALSOFT|1992
38787A|Gambler Jiko Chuushinha 2 - Dorapon Quest|Gambler Jiko Chuushinha 2 - Dorapon Quest||Asiatic board game,|1||Bits Laboratory|Pack-In-Video|1994
38788A|Gambling Hourouki|Gambling Hourouki||Board game,|4||Vap|Vap|1996
166670|Game No Tatsujin|Game No Tatsujin||Board game,|2||Affect|Sunsoft|1995
38790A|Game No Tetsujin - The Shanghai|Game No Tetsujin - The Shanghai||Asiatic board game,|2||Sunsoft|Sunsoft|1995
38794A|Gamera - Gyaos Gekimetsu Sakusen|Gamera - Gyaos Gekimetsu Sakusen|Gamera - Gyaosu Gekimetsu Sakusen|Strategy,|1||Axes Art Amuse|Sammy Studios|1995
2550AA|Ganbare Goemon 2 - Kiteretsu Shougun Magginesu|Ganbare Goemon 2 - Kiteretsu Shougun Magginesu||Platform,Action,|2||Konami|Konami|1993
2630AA|Ganbare Goemon 3|Ganbare Goemon 3|Ganbare Goemon 3 - Shishi Juurokubei no Karakuri Manjigatame|Action,Platform,|2||Konami|Konami|1994
19061A|Ganbare Goemon Kirakira Dch - Boku Ga Dancer Ni Natta Wake|Ganbare Goemon Kirakira Dch - Boku Ga Dancer Ni Natta Wake||Action,Platform,|2||Konami|Konami|1995
38795A|Gangan Gan-chan|Gangan Gan-chan|Gan Gan Ganchan|Action,Arcade|1||Team Mental Care|Magifact|1995
38796A|Ganso Pachi-slot Nihonichi|Ganso Pachi-slot Nihonichi||Casino,|1||Coconuts Japan|Coconuts Japan|1994
38797A|Ganso Pachinko Ou|Ganso Pachinko Ou||Casino,|1||Coconuts Japan|Coconuts Japan|1994
19205A|Garry Kitchen's Super Battletank - War In The Gulf|Garry Kitchen's Super Battletank : War in the Gulf||Simulation,Action,|2||Absolute Entertainment|Absolute Entertainment|1992
18944A|Gdleen|Gdleen|GD Leen|Role playing games,|2||Jorudan Co., Ltd.|SETA Corporation|1991
2520AA|Gegege No Kitarou - Fukkatsu! Tenma Daiou|Gegege No Kitarou - Fukkatsu! Tenma Daiou||Action,Platform,|1||Bandai|Bandai|1993
19062A|Gekitotsu Dangan Jidousha Kessen - Battle Mobile|Gekitotsu Dangan Jidousha Kessen - Battle Mobile||Shoot'em Up,Race,Driving,|2|Coop|System Sacom|System Sacom|1993
38801A|Gekitou Burning Pro Wrestling|Gekitou Burning Pro Wrestling||Fight,|2||Ukiyotei|Bullet Proof Software|1995
18945A|Gemfire|Gemfire||Role playing games,Strategy,|2|Coop|Koei|KOEI Corporation|1992
2888AA|Genghis Khan 2 - Clan Of The Grey Wolf|Genghis Khan II : Clan of the Gray Wolf||Strategy,|2|Coop|Koei|Koei|1993
102178|Genjuu Ryodan|Genjuu Ryodan||Strategy,|1||Crea-Tech|Axela|1998
18946A|Genocide 2|Genocide 2||Action,Beat'em Up,|2||Bits Corporation|Kemco|1994
2617AA|Georges Foreman's Ko Boxing|George Foreman's KO Boxing||Fight,Sports,|2||Beam Software|Acclaim Entertainment|1992
38805A|Getsumen No Anubis|Getsumen No Anubis||Adventure,|1||Access Games|Imagineer|1995
19063A|Ghost Chaser Densei|Ghost Chaser Densei||Beat'em Up,Action,|2||Winky Soft|Banpresto|1994
2458AA|Ghoul Patrol|Ghoul Patrol||Action,Puzzle,Shooter,|1|Coop|JVC|LucasArts|1994
38806A|Ginga Eiyuu Densetsu|Ginga Eiyuu Densetsu|Ginga Eiyuu Densetsu - Senjutsu Simulation|Strategy,|1||Advance Communication Company|Tokuma Shoten|1992
38807A|Ginga Sengoku Gunyuuden Rai|Ginga Sengoku Gunyuuden Rai||Strategy,|1||Angel (Bandai)|Angel (Bandai)|1996
2740AA|Gintama Oyakata No Jissen Pachinko Hisshôhô|Gintama Oyakata No Jissen Pachinko Hisshôhô||Casino,|1||Sammy|Sammy|1995
38808A|Gionbana|Gionbana||Asiatic board game,|2||Nichibutsu|Nichibutsu|1994
2563AA|Go Go Ackman|Go Go Ackman|Go Go Ackman 2|Platform,Action,|1||Banpresto|Banpresto|1994
2799AA|Go Go Ackman 2|Go Go Ackman 2||Platform,Action,|1||Banpresto|Banpresto|1995
2661AA|Go Go Ackman 3|Go Go Ackman 3||Platform,Action,|1||Banpresto|Banpresto|1995
38809A|Go! Go! Dodge League|Go! Go! Dodge League||Sports,|4|Coop|Mebio Software|Pack-In-Video|1993
2692AA|Super Goal !|Goal!|Super Goal!|Sports,|2||Jaleco|Jaleco|1992
2469AA|Gods|Gods||Action,Platform,|1||The Bitmap Brothers|Interplay|1992
38811A|Godzilla - Kaijuu Daikessen|Godzilla - Kaijuu Daikessen||Fight,|2|Coop|Alfa System|Toho|1994
38812A|Gokinjo Boukentai|Gokinjo Boukentai||Role playing games,|1||ITL|Pioneer LDC|1996
19064A|Gokujou Parodius|Gokujou Parodius||Shoot'em Up,Action,|1||Konami|Konami|1994
2735AA|Gon|Gon|Battletoads & Double Dragon - The Ultimate Team|Platform,|1||Bandai|Bandai|1994
2210AA|Goof Troop|Goof Troop||Adventure,Puzzle-Game,|2|Coop|Capcom|Capcom|1993
18948A|Gourmet Sentai - Bara Yarou|Gourmet Sentai - Bara Yarou||Beat'em Up,Action,|2||Fupac|Winds Co., Ltd.|Virgin
2830AA|Gp-1|GP-1||Race,Driving,|2||Atlus|Genki|1993
2658AA|Gp-1 Part 2|GP-1 : Part II||Race,Driving,|2||Atlus|Genki|1994
2361AA|Gradius 3|Gradius III||Shoot'em Up,Action,|2|Coop|Konami|Konami|1990
18949A|Granhistoria - Genshi Sekaiki|Granhistoria - Genshi Sekaiki||Role playing games,|2||J-Force|Banpresto|1995
38818A|Great Battle 2 - Last Fighter Twin, The|Great Battle 2 - Last Fighter Twin, The||Beat'em Up,|2||Banpresto|Banpresto|1992
38817A|Great Battle Gaiden 2 - Matsuri da Wasshoi, The|Great Battle Gaiden 2 - Matsuri da Wasshoi, The||Action,|1||Banpresto|Banpresto|1994
88760A|Gs Mikami - Joreishi Wa Nice Body|Gs Mikami - Joreishi Wa Nice Body|GS Mikami - Joreishi ha Nice Body|Beat'em Up,|1||Natsume|Banalex|1993
38823A|Gt Racing|Gt Racing||Race,Driving,|2||Lenar|Imagineer|1996
2665AA|Gunforce|GunForce - Battle Fire Engulfed Terror Island||Shoot'em Up,Action,|2|Coop|Bits Studios|Irem|1992
18951A|Gunple - Gunman's Proof|Ganpuru - Gunman's Proof||Adventure,Action,|2||Lenar|ASCII Entertainment|1997
38825A|Habu Meijin No Omoshiro Shougi|Habu Meijin No Omoshiro Shougi||Asiatic board game,|2||Access Games|Tomy Corporation|1995
2283AA|Hagane - The Final Conflict|Hagane : The Final Conflict||Platform,Action,|2||CAProduction|Hudson|1994
38826A|Haisei Mahjong - Ryouga|Haisei Mahjong - Ryouga|Haisei Mahjong Ryouga|Asiatic board game,|2||ASCII Entertainment|ASCII Entertainment|1995
38827A|Hakunetsu Pro Yakyuu '93 - Ganba League|Hakunetsu Pro Yakyuu '93 - Ganba League||Sports,|2|Coop|Sting|Epic/Sony Records|1992
38828A|Hakunetsu Pro Yakyuu '94 - Ganba League 3|Hakunetsu Pro Yakyuu '94 - Ganba League 3|Hakunetsu Pro Yakyuu '93 - Ganba League|Sports,|2||Epic|Sony Records|1993
2855AA|Hole In One Golf|HAL's Hole in One Golf||Sports,|2||HAL Laboratory|HAL Laboratory|1991
19066A|Hammerlock Wrestling|Hammer Lock Wrestling||Sports,Fight,|4|Coop|Jaleco|Jaleco USA, Inc.|1994
19060A|Hammerin' Harry|Ganbare! Daiku no Gen-san||Platform,Action,|1||Irem|Irem|1993
38829A|Hana No Keiji - Kumo No Kanata Ni|Hana No Keiji - Kumo No Kanata Ni||Adventure,Beat'em Up,|1||TOSE|Yojigen|1994
38830A|Hanafuda Ou|Hanafuda Ou|Hanafuda|Asiatic board game,|1||Electronics Application|Coconuts Japan|1994
19067A|Hanjuku Eiy - Aa Sekai Yo Hanjuku Nare|Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!!||Strategy,Role playing games,|8||Square Enix|Square Enix|1992
38831A|Haou Taikei Ryuu Knight - Lord Of Paladin|Haou Taikei Ryuu Knight - Lord Of Paladin||Role playing games,Action,|1||Japan Art Media (JAM)|Bandai|1994
2915AA|Hardball 3|HardBall III||Sports,|2|Coop|MindSpan|Accolade|1993
19069A|Harley's Humongous Adventure|Harley's Humongous Adventure||Adventure,|2||Visual Concepts Entertainment, Inc.|Electronic Arts, Inc.|Hi-Tech Expressions, Inc.
38622A|Harvest Moon|Harvest Moon||Adventure,Simulation,|1||Pack-In-Video|Natsume|1996
38833A|Hashire Hebereke|Hashire Hebereke||Race,Driving,|2||Sunsoft|Sunsoft|1994
19070A|Hat Trick Hero 2|Hat Trick Hero 2||Sports,|4|Coop|Taito|Taito|1994
38835A|Hatayama Hatch No Pro Yakyuu News! - Jitsumei Ban|Hatayama Hatch No Pro Yakyuu News! - Jitsumei Ban||Sports,|2||Agenda|Epoch|1993
78374A|Havoc|Havoc|Hook|Action,Shooter,,|1||Argonaut||
38836A|Hayazashi Nidan Morita Shougi|Hayazashi Nidan Morita Shougi||Asiatic board game,|||Random House|SETA Corporation|1993
38837A|Hayazashi Nidan Morita Shougi 2|Hayazashi Nidan Morita Shougi 2||Asiatic board game,|||Random House|SETA Corporation|1995
2722AA|Fever Pitch Soccer|Head-On Soccer||Sports,|4|Coop|U.S. Gold|U.S. Gold|1995
38838A|Hebereke No Oishii Puzzle Wa Irimasenka|Hebereke No Oishii Puzzle Wa Irimasenka||Puzzle-Game,|5|Coop|Sunsoft|Sunsoft|1994
97414A|Hebereke's Popoitto|Hebereke's Popoitto||Puzzle-Game,|2||Sunsoft|Sunsoft|1995
38840A|Hebereke's Popoon|Hebereke's Popoon|Hebereke's Popoitto|Puzzle-Game,|2||Sunsoft|Sunsoft|1993
38841A|Heian Fuuunden|Heian Fuuunden||Role playing games,Strategy,|1||Natsume|KSS|1995
38842A|Heisei Gunjin Shougi|Heisei Gunjin Shougi|BS Heisei Gunjin Shougi|Asiatic board game,|2||Carrozzeria|Carrozzeria|1996
38843A|Heisei Inu Monogatari Bow - Pop'n Smash!!|Heisei Inu Monogatari Bow - Pop'n Smash!!||Sports,|2||Takara|Takara|1994
38844A|Heisei Shin Onigashima - Kouhen|Heisei Shin Onigashima - Kouhen||Adventure,|4||Pax Softonica|Nintendo|1997
38845A|Heisei Shin Onigashima - Zenpen|Heisei Shin Onigashima - Zenpen||Adventure,|4||Pax Softonica|Nintendo|1997
38846A|Heiwa Pachinko World|Heiwa Pachinko World||Casino,|1||Office Koukan|Shouei|1995
38847A|Heiwa Pachinko World 2|Heiwa Pachinko World 2||Casino,|1||Shouei|Shouei|1995
38848A|Heiwa Pachinko World 3|Heiwa Pachinko World 3|Heiwa Pachinko World|Casino,|1||Shouei|Shouei|1996
38849A|Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game|Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation G||Casino,|1||Nippon Telenet|Nippon Telenet|1998
19074A|Heracles no Eiko III - Kamigami no Chinmoku|Heracles no Eikou III Kamigami no Chinmoku|Herakles no Eikou III - Kamigami no Chinmoku|Role playing games,|4||Data East|Data East|1992
19075A|Herakles No Eik 4 - Kamigami No Okurimono|Herakles no Eikou IV - Kamigami Kara no Okurimono||Role playing games,|4||Data East|Data East|1994
38850A|Hero Senki - Project Olympus|Hero Senki - Project Olympus||Role playing games,|1||WinkySoft|Banpresto|1992
38851A|Hi No Ouji - Yamato Takeru|Hi No Ouji - Yamato Takeru||Role playing games,|1||Multimedia Intelligence Transfer|Toho|1995
38852A|Higashio Osamu Kanshuu Super Pro Yakyuu Stadium|Higashio Osamu Kanshuu Super Pro Yakyuu Stadium||Sports,|||C-Lab|Tokuma Shoten|1993
172288|Hind Strike|Hind Strike||Shooter,|1||Bubble Zap Games|Piko Interactive LLC|2015
38853A|Hiouden - Mamono-tachi To No Chikai|Hiouden - Mamono-tachi To No Chikai||Role playing games,Strategy,|1||Wolf Team|Wolf Team|1994
38855A|Hiryuu No Ken S - Hyper Version|Hiryuu No Ken S - Hyper Version||Beat'em Up,Fight,|8||Culture Brain|Culture Brain|1992
38856A|Hissatsu Pachinko Collection|Hissatsu Pachinko Collection||Casino,|1||Sunsoft|Sunsoft|1994
38857A|Hissatsu Pachinko Collection 2|Hissatsu Pachinko Collection 2||Casino,|1||Sunsoft|Sunsoft|1995
38858A|Hissatsu Pachinko Collection 3|Hissatsu Pachinko Collection 3|Hissatsu Pachinko Collection|Casino,|1||Sunsoft|Sunsoft|1995
38859A|Hissatsu Pachinko Collection 4|Hissatsu Pachinko Collection 4|Hissatsu Pachinko Collection|Casino,|1||Sunsoft|Sunsoft|1996
38860A|Hisshou 777 Fighter - Pachi-slot Ryuuguu Densetsu|Hisshou 777 Fighter - Pachi-slot Ryuuguu Densetsu||Casino,|1||Jorudan|Vap|1994
38861A|Hisshou 777 Fighter 2 - Pachi-slot Maruhi Jouhou|Hisshou 777 Fighter 2 - Pachi-slot Maruhi Jouhou||Casino,|1||Jorudan|Vap|1994
38862A|Hisshou 777 Fighter 3 - Kokuryuu Ou No Fukkatsu|Hisshou 777 Fighter 3 - Kokuryuu Ou No Fukkatsu||Casino,|1||Jorudan|Vap|1995
38863A|Hisshou Pachi-slot Fun|Hisshou Pachi-slot Fun||Casino,Adventure,|1||Pow|Pow|1994
19077A|Hit The Ice - The Video Hockey League|Hit the Ice : VHL, The Official Video Hockey League||Sports,|2||Taito|Taito|1993
2629AA|Hokuto No Ken 5|Hokuto No Ken 5|Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zesshou|Role playing games,|1||Shouei|Toei Animation|1992
2616AA|Hokuto No Ken 6|Hokuto No Ken 6|Hokuto no Ken 6 - Gekitou Denshouken - Haou heno Michi|Fight,|2||Shouei|Toei Animation|1992
2519AA|Hokuto No Ken 7|Hokuto No Ken 7|Hokuto no Ken 7 - Seiken Retsuden - Denshousha heno Michi|Fight,|2||Big Toe Software|Big Toe Software|1993
18952A|Holy Umbrella - Dondera No Mubo|Holy Umbrella - Dondera No Mubo|Holy Umbrella - Dondera no Mubo!!|Adventure,Role playing games,Platform,|2||Earthly Soft|Naxat Soft|1995
2503AA|Home Alone|Home Alone|Home Alone 2 - Lost in New York|Action,Platform,|1||Altron|THQ|1991
2596AA|Home Alone 2 - Lost In New York|Home Alone 2 : Lost in New York||Platform,Action,|1||Imagineering Inc|THQ|1992
19078A|Home Improvement - Power Tool Pursuit|Home Improvement : Power Tool Pursuit!||Action,Platform,|1||Imagineering Inc|Absolute Entertainment|1994
151312|Hong Kong 97|Hong Kong 97||Shooter,|1||HappySoft|HappySoft|1995
38864A|Honkaku Mahjong - Tetsuman|Honkaku Mahjong - Tetsuman||Asiatic board game,|1||Syscom|Naxat Soft|1993
38865A|Honkaku Mahjong - Tetsuman 2|Honkaku Mahjong - Tetsuman 2||Asiatic board game,|1||Khaos|Naxat Soft|1994
38866A|Honkaku Shougi - Fuuunji Ryuuou|Honkaku Shougi - Fuuunji Ryuuou||Board game,|2||Aisystem Tokyo|Virgin|1994
38867A|Honkakuha Igo - Gosei|Honkakuha Igo - Gosei||Asiatic board game,|2||Aisystem Tokyo|Taito|1994
38868A|Honke Hanafuda|Honke Hanafuda||Asiatic board game,|||Aisystem Tokyo|Imagineer|1994
38869A|Honke Sankyo Fever - Jikki Simulation|Honke Sankyo Fever - Jikki Simulation|Honke Sankyo Fever - Jikkyou Simulation|Casino,|1||Vistec|Den'Z|1995
38870A|Honke Sankyo Fever 2 - Jikki Simulation|Honke Sankyo Fever 2 - Jikki Simulation||Casino,|1||Vistec|Boss Communications|1995
38871A|Honke Sankyo Fever 3 - Jikki Simulation|Honke Sankyo Fever 3 - Jikki Simulation||Casino,|1||Vistec|Boss Communications|1996
38872A|Honoo No Toukyuuji - Dodge Danpei|Honoo No Toukyuuji - Dodge Danpei|Honoo no Doukyuuji - Dodge Danpei|Sports,|2|Coop|Sunsoft|Sunsoft|1992
2424AA|Hook|Hook||Platform,Action,|1||Ukiyotei|Sony|1992
38873A|Houkago In Beppin Jogakuin|Houkago In Beppin Jogakuin||Adventure,Strategy,|1||Access Games|Imagineer|1995
38874A|Hourai Gakuen No Bouken! - Tenkousei Scramble|Hourai Gakuen No Bouken! - Tenkousei Scramble||Role playing games,|1||Dynamite|J-Wing|1996
38875A|Human Baseball|Human Baseball||Sports,|2||Field|Human Entertainment|1993
38876A|Human Grand Prix 3 - F1 Triple Battle|Human Grand Prix 3 - F1 Triple Battle||Race,Driving,|2||Human Entertainment|Human Entertainment|1994
38877A|Human Grand Prix 4 - F1 Dream Battle|Human Grand Prix IV - F1 Dream Battle||Race,Driving,|2||Human Entertainment|Human Entertainment|1995
2707AA|Humans|Humans|Humans, The|Puzzle-Game,Strategy,|1||Imagitec Design|GameTek|1993
38832A|Hungry Dinosaurs|Hungry Dinosaurs||Puzzle-Game,|4|Coop|Magical Company (Mahou)|Sunsoft|1994
18953A|Hurricanes, The|Hurricanes||Platform,Action,|2|Coop|Probe Software Ltd.|U.S. Gold|1994
143002|Hyper Street Kart|Hyper Street Kart||Racing,|2||||
2489AA|Hyper V-ball|Hyper V-Ball||Sports,|2||Ubisoft|Ubisoft|1992
2926AA|Hyperiria|Hyper Iria||Platform,Action,|1||Banpresto|Banpresto|1995
18954A|Hyperzone|HyperZone||Shoot'em Up,Action,|1||HAL Laboratory, Inc.|HAL Laboratory, Inc.|1991
38878A|Idea No Hi|Idea No Hi||Role playing games,|1||Office Koukan|Shouei|1994
38879A|Igo Club|Igo Club||Asiatic board game,|||HECT|HECT|1996
19080A|Ihatovo Monogatari|Ihatovo Monogatari||Adventure,|1||Hect Co. Ltd.|Hect Co. Ltd.|1993
2137AA|Illusion Of Gaia|Illusion of Gaia||Role playing games,|1||Quintet|Enix|1993
38880A|Illvanian No Shiro|Illvanian No Shiro||Strategy,|1||Nippon Clary Business|Nippon Clary Business|1994
18955A|Imperium|Imperium||Shoot'em Up,Action,|1||Jorudan Co., Ltd.|Vic Tokai, Inc.|1992
38881A|Inazuma Serve Da! Super Beach Volley|Inazuma Serve Da! Super Beach Volley|Inazuma Serve da!! Super Beach Volley|Sports,|2||Virgin|Virgin|1995
18956A|Incantation|Incantation||Platform,Action,|1||Titus|Titus|1996
2255AA|Indiana Jones' Greatest Adventures|Indiana Jones' Greatest Adventures||Platform,Action,Adventure,|1||Factor 5|JVC|1995
19083A|Inindo - Way Of The Ninja|Inindo : Way of the Ninja||Role playing games,Strategy,|1||Koei|Koei|1992
2482AA|Inspecteur Gadget|Inspector Gadget||Platform,|1||Hudson|Hudson|1993
2646AA|International Sensible Soccer - World Champions|International Sensible Soccer - World Champions||Sports,|1||Renegade Software|Sensible Software|1994
2324AA|International Superstar Soccer|International Superstar Soccer|International Superstar Soccer Deluxe|Sports,Sports / Soccer,|2||Konami|Konami|1994
2274AA|International Superstar Soccer Deluxe|International Superstar Soccer Deluxe||Sports,Sports / Soccer,|8|Coop|Konami|Konami|1995
2718AA|International Tennis Tour|International Tennis Tour||Sports,|2||Loriciels|Taito|1993
38882A|Ippatsu Gyakuten|Ippatsu Gyakuten||Horses race,Various,Sports with Animals,|1||Electronics Application|Pow|1996
38883A|Isozuri - Ritou Hen|Isozuri - Ritou Hen||Hunting and Fishing,|1||Pack-In-Video|Pack-In-Video|1996
38884A|Itadaki Street 2 - Neon Sign Wa Barairo Ni|Itadaki Street 2 - Neon Sign Wa Barairo Ni||Board game,|4||Tomcat System|Enix Corporation|1994
38885A|Itoi Shigesato No Bass Tsuri No. 1|Itoi Shigesato No Bass Tsuri No. 1||Hunting and Fishing,Role playing games,|1||Dice|Nintendo|1997
38886A|Itou Hatasu Rokudan No Shougi Doujou|Itou Hatasu Rokudan No Shougi Doujou||Asiatic board game,|1||Ask|Ask|1994
2728AA|Izzy's Quest For The Olympic Rings|Izzy's Quest for the Olympic Rings||Platform,Action,|1||Alexandria, Inc.|U.S. Gold|1995
38887A|J.league '96 Dream Stadium|J.league '96 Dream Stadium||Sports,|4||AI|Hudson|1996
38888A|J.league Excite Stage '95|Capcom's Soccer Shootout 2|J.League Excite Stage '94|Sports,|4|Coop|A-Max|Epoch|1995
38889A|J.league Excite Stage '96|J.league Excite Stage '96|J.League Excite Stage '94|Sports,|4|Coop|A-Max|Epoch|1996
38890A|J.league Soccer Prime Goal|J.league Soccer Prime Goal||Sports,|2||Namco|Namco|1993
38891A|J.league Soccer Prime Goal 2|J.league Soccer Prime Goal 2||Sports,|2||Namco|Namco|1994
38893A|J.league Super Soccer '95 - Jikkyou Stadium|J.league Super Soccer '95 - Jikkyou Stadium||Sports,|2||AI|Hudson|1995
2228AA|J.r.r. Tolkien's The Lord Of The Rings - Volume 1|J.R.R. Tolkien's The Lord of the Rings : Volume 1||Role playing games,Action,|2||Interplay|Interplay|1994
38894A|Jack Nicklaus Golf|Jack Nicklaus Golf||Sports,|4|Coop|Sculptured Software|Tradewest|1992
2800AA|Jaki Crush|Jaki Crush||Pinball,Simulation,|2||Compile|Naxat Soft|1992
2793AA|Jaleco Rally - Big Run - The Supreme 4wd Challenge|Jaleco Rally - Big Run - The Supreme 4wd Challenge||Race,Driving,Sports,|1||Jaleco|Jaleco|1991
2299AA|James Bond Jr.|James Bond Jr||Platform,Action,Adventure,|2||Gray Matter|THQ|1992
2753AA|James Pond 3 - Operation Starfish|James Pond 3 - Operation Starfish||Platform,Action,|1||Vectordean|Electronic Arts|1994
38896A|Jammes|Jammes||Puzzle-Game,|2||Mighty Craft|Carrozzeria|1995
38897A|Janyuuki - Gokuu Randa|Janyuuki - Gokuu Randa|Janyuuki Gokuu Randa|Asiatic board game,|1||Virgin|Virgin|1995
38898A|Jb The Super Bass|Jb The Super Bass||Hunting and Fishing,|1||Gaps|Naxat Soft|1995
38899A|Jeff's Shoot'em Up|Jeff's Shoot'Em Up||Action,|1||Iguana Entertainment||
2674AA|Jelly Boy|Jelly Boy||Platform,Action,|2||Ocean|Probe|1995
38900A|Jelly Boy 2|Jelly Boy 2||Action,Platform,|1||Game Freak|Sony Music Entertainment|1995
18957A|Jeopardy!|Jeopardy!|Jeopardy! Deluxe Edition|Quiz,Educational,|3||Imagineering Inc.|GameTek, Inc.|1992
19086A|Jeopardy! Deluxe Edition|Jeopardy! : Deluxe Edition||Quiz,|3|Coop|Imagineering Inc.|GameTek, Inc.|1994
19087A|Jeopardy! Sports Edition|Jeopardy! : Sports Edition||Quiz,|3|Coop|Imagineering Inc.|GameTek, Inc.|1994
143003|Jikkyou Keiba Simulation - Stable Star|Jikkyou Keiba Simulation - Stable Star||Simulation,|1|||Konami|1996
19089A|Jikkyou Oshaberi Parodius|Jikkyou Oshaberi Parodius||Shoot'em Up,Action,|2|Coop|Konami|Konami|1995
19090A|Jikkyou Power Pro Wrestling '96 - Max Voltage|Jikkyou Power Pro Wrestling '96 - Max Voltage||Sports,Fight,|4||Diamond Head|Konami|1996
38902A|Jikkyou Powerful Pro Yakyuu '94|Jikkyou Powerful Pro Yakyuu '94||Sports,|2||Konami|Konami|1994
38903A|Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban|Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban|Jikkyou Powerful Pro Yakyuu '96 Kaimaku Han|Sports,|2||Diamond Head|Konami|1996
38904A|Jikkyou Powerful Pro Yakyuu - Basic Ban '98|Jikkyou Powerful Pro Yakyuu - Basic Ban '98|Jikkyou Powerful Pro Yakyuu - Basic Han '98|Sports,|2||Diamond Head|Konami|1998
38905A|Jikkyou Powerful Pro Yakyuu 2|Jikkyou Powerful Pro Yakyuu 2||Sports,|2||Konami|Konami|1995
38906A|Jikkyou Powerful Pro Yakyuu 3|Jikkyou Powerful Pro Yakyuu 3|Jikkyou Powerful Pro Yakyuu '94|Sports,|2||Diamond Head|Konami|1996
38907A|Jikkyou Powerful Pro Yakyuu 3 - '97 Haru|Jikkyou Powerful Pro Yakyuu 3 - '97 Haru|Jikkyou Powerful Pro Yakyuu 3 '97 Haru|Sports,|2||Diamond Head|Konami|1997
2599AA|Wild C.a.t.s.|Jim Lee's WildC.A.T.S : Covert-Action-Teams||Beat'em Up,|1||Playmates|Beam Software|1995
2477AA|Jim Power - Lost Dimension In 3d|Jim Power : The Lost Dimension in 3D||Shoot'em Up,|1||Loriciels|Electro Brain|1993
19092A|Jimmy Connors Pro Tennis Tour|Jimmy Connors Pro Tennis Tour||Sports,|4|Coop|Blue Byte Software GmbH|Ubisoft|1992
38910A|Jimmy Houston's Bass Tournament U.s.a.|Jimmy Houston's Bass Tournament U.S.A.||Hunting and Fishing,|1||Nexus Interact|American Sammy|1995
38911A|Jissen Kyoutei|Jissen Kyoutei|Jissen Kyotei|Various,|4||Aisystem Tokyo|Imagineer|1995
38912A|Jissen Pachi-slot Hisshouhou! Twin|Jissen Pachi-slot Hisshouhou! Twin||Casino,|1||Sammy Studios|Sammy Studios|1997
38913A|Jissen Pachi-slot Hisshouhou! Twin Vol. 2|Jissen Pachi-slot Hisshouhou! Twin Vol. 2||Casino,|1||TOSE|Sammy Studios|1997
38914A|Jissen Pachinko Hisshouhou! 2|Jissen Pachinko Hisshouhou! 2||Casino,|1||Sammy Studios|Sammy Studios|1996
38915A|Jissen! Mahjong Shinan|Jissen! Mahjong Shinan||Asiatic board game,|1||Syscom|Ask|1995
38916A|Jissen! Pachi-slot Hisshouhou!|Jissen! Pachi-slot Hisshouhou!|Jissen Pachi-Slot Hisshouhou|Casino,|1||Sammy Studios|Sammy Studios|1993
152471|Jissen! Pachi-slot Hisshouhou! 2|Jissen! Pachi-slot Hisshouhou! 2||Casino / Slot machine,Casino,|1|||Sammy Studios|1994
38917A|Jissen! Pachi-slot Hisshouhou! Classic|Jissen! Pachi-slot Hisshouhou! Classic|Jissen Pachi-Slot Hisshouhou! Classic|Casino,|1||Sammy Studios|Sammy Studios|1995
