Aprends-moi a lire 2;0;Educational
Aquaman and the Mermaid;0;Adventure
Aqua Man;0;Strategy
Aquanoid;0;Action
Aquaphobia;0;Action
Aquarius- An Aquatic Experience;0;Action
Arac;0;Action
Arachnophobia;0;Action
Arbeit von Spacekraft's Crash Garrett;0;Adventure
Arc;0;Action
Arcade 1;0;Action
Arcade;0;Action
Arcade Bonanza;0;Action
Arcade Business;0;Strategy
Arcade Fruit Machine;0;Simulation
Arcade II;0;Action
Arcade Pool;0;Sports
Arcade Rally;0;Action
Arcade Skills Test;0;Action
Arcade Trivia Quiz;0;Educational
Arcade Volleyball;0;Sports
Arcade Wheel of Wealth;0;Strategy
Arcania Saga - Dungeon of Despair, The;0;Adventure
Arcanoid;0;Action
Archeodroid;0;Strategy
Archer;0;Action
ArcherFireb;0;Action
Archer Maclean's Pool;0;Sports
Archery;0;Action
Archimedean Dynasty;0;Action
Arching;0;Action
Archipelagos;0;Strategy
Archon- The Light and the Dark;0;Action
Archon Ultra 1.1a patch;0;Action
Archon Ultraa;0;Action
Archon Ultra;0;Action
Arc Legacy, The;0;Adventure
ARC Network, The Demo #2;0;Adventure
Arctic Adventure Volume 1;0;Action
Arctic Adventure Volume 2;0;Action
Arctic Adventure Volume 3;0;Action
Arctic Adventure Volume 4;0;Action
Arctic Baron;0;Action
Arcticfox;0;Action
Arctic Moves;0;Action
Arctic Sub Wars;0;Action
Arcy 2;0;Strategy
Ardeny 1944;0;Strategy
Area 51;0;Action
Arena2;0;Adventure
Arenab;0;Strategy
Arena II;0;Strategy
Arena;0;Strategy
Are We There Yet_;0;Strategy
Argh;0;Strategy
Argo Checkers;0;Strategy
Argonaut;0;Strategy
Argond;0;Action
Ario Bros;0;Action
Ario Brothers;0;Action
ArithmeJones- Arithmetic Practice Games;0;Action
Arithmetic Games Set 1;0;Strategy
Arithmetic Games Set 2;0;Strategy
Ariva;0;Action
Arka;0;Action
Ark;0;Action
ARK...;0;Action
Arkanoid 2- Revenge of Doh;0;Action
Arkanoid;0;Action
Armada 2525 Deluxe Edition;0;Strategy
Armada 2525;0;Strategy
Armada;0;Strategy
Armaeth I;0;Adventure
Armaeth- The Lost Kingdom;0;Adventure
Armageddon Hondon Sog-euro;0;Action
Armageddon VII - The Ultimate Invasion;0;Adventure
Armchair Quarterback;0;Strategy
Armed Worms;0;Action
Armies of SteelB;0;Strategy
Armies of Steel;0;Strategy
Armor Alley;0;Action
Armored Moon- The Next Eden;0;Strategy
Armorik the Viking- The Eight Conquests;0;Action
Armour-Geddon;0;Action
Army Moves;0;Action
Army;0;Strategy
Arnhem;0;Strategy
Arnie 2;0;Action
Arnie 2;0;Trainer
Arnie Goes 4 Gold;0;Adventure
Arnold Palmer Tournament Golf;0;Sports
Aro;0;Action
Aro II;0;Action
Aro und Elmi;0;Action
Around the U.S. Trivia;0;Educational
Around the World;0;Action
Around the World - Christmas;0;Action
Around The World In Eighty Days;0;Adventure
Around the World Trivia;0;Educational
Arqanoid;0;Action
Arrakisb1;0;Strategy
Arrakisb;0;Strategy
Arrakis;0;Strategy
Arris;0;Action
Arrow Game;0;Action
Arrows;0;Strategy
A.R.S.E.N.A.L Taste the Power;0;Strategy
Ars Magica;0;Adventure
Arthur- The Quest for Excalibur r74;0;Adventure
Arthur Yahtzee- The Curse of Hell's Cheesecake;0;Adventure
Artillery;0;Action
Artillery Combatb;0;Strategy
Artillery Combat;0;Strategy
Artillery;0;Strategy
Artman's Goplanes!;0;Action
Artura;0;Action
Arya Vaiv;0;Action
Arya Vaiv;0;Trainer
Ascendancy;0;Strategy
ASCII Invaders;0;Action
ASCII Man;0;Action
Ashes of Empire;0;Strategy
Asian Challenge, The;0;Adventure
ASP Attack+;0;Action
Assault on Memory Alpha;0;Adventure
Assault Rigs;0;Action
Assault;0;Strategy
Assault Troopera;0;Action
Assault Trooper;0;Action
Assault Trooperc;0;Action
Assault Wing;0;Action
Assembly Invaders;0;Action
Assignment for the Berkeley BarbMS;0;Adventure
Assignment for the Berkely BarbM;0;Adventure
Assimilation;0;Strategy
Astatin;0;Strategy
Asterix Ed Il Colpo Del Menhir;0;Action
Asterix im Morgenland;0;Action
Asterix - Le defi de Cesar;0;Strategy
Asterix & Obelix;0;Action
Asteroid;0;Action
Asteroid Dodger;0;Action
Asteroide;0;Action
Asteroid Field;0;Action
Asteroid Fighter;0;Action
Asteroid Mayhem;0;Action
Asteroid Pilot;0;Action
Asteroid Pro;0;Action
Asteroid Rescue;0;Action
Asteroids3D;0;Action
Asteroids;0;Action
Asteroids for Hercules;0;Action
Astral Worlds;0;Adventure
Astro3D;0;Action
Astro Blast;0;Action
Astro Blaster;0;Action
Astro Chicken;0;Action
Astro-Dodge;0;Action
Astro Fire;0;Action
AstroFired;0;Action
Astro Firer;0;Action
Astro Fires;0;Action
Astro-Grover;0;Educational
Astro II;0;Educational
Astro Inventor;0;Adventure
Astronomy Quiz;0;Educational
AstroRock;0;Action
Astrotit;0;Action
Astro Tranceb;0;Action
Astrowars I-IV;0;Action
Asylum;0;Adventure
ATAC- The Secret War Against Drugs;0;Action
ATAC- The Secret War Against Drugs;0;Trainer
Ata - Extracts from the American Civil War;0;Strategy
Ataque Naval;0;Action
ATC- Air Traffic Controller;0;Simulation
ATC-Game;0;Simulation
ATCSIM - Air Traffic Control SimulatorB;0;Simulation
ATCSIM - Air Traffic Control Simulator;0;Simulation
Atlas 2, The;0;Strategy
Atlas;0;Educational
Atlas;0;Strategy
Atomia Akorny;0;Adventure
Atomic;0;Strategy
Atomic Tetris;0;Action
Atomino;0;Action
Atomix;0;Strategy
Atoms-3;0;Strategy
Atoms;0;Strategy
Atom;0;Strategy
A-Train DOS 6.0 update;0;Strategy
A-Train IV;0;Simulation
A-Train;0;Strategy
A-Train;0;Trainer
AT-Robots;0;Strategy
Attack;0;Action
Attack of Soldiers;0;Strategy
Attack of the Blobeteers vB3;0;Action
Attack of the Mutant Camels PC;0;Action
Attack On Altair;0;Action
Attax;0;Strategy
Atte 2 3D;0;Action
Atte 3 Alpha;0;Action
Atte;0;Action
At The Dog Track;0;Simulation
Attila;0;Strategy
Auf der Suche nach Dr. Gara;0;Adventure
Aufschwung Ost;0;Simulation
Aufstand der Dinge, Der;0;Action
Aurora Borealis;0;Strategy
Aussenpolitik zum Anfassen;0;Educational
Aussie Joker Poker;0;Strategy
Austerlitz;0;Strategy
Autobotsp;0;Action
Autocrash;0;Action
Autoduel;0;Adventure
Automated Othello;0;Strategy
Automon;0;Strategy
Autonomy;0;Strategy
Autowar;0;Educational
AUTSc;0;Action
AUTS - The Ultimate Stress Relief Game;0;Action
AV-8B Harrier Assault;0;Strategy
Avenger 3D;0;Action
Avenger;0;Action
Avenger of Rubicon;0;Adventure
