150965|16-in-1 Super Card|16-in-1 Super Card||,Compilation|||||
3298AA|Double Dragon 3 - The Arcade Game|Double Dragon 3 : The Arcade Game||Beat'em Up,|2||Tecmo|Acclaim Entertainment|1992
3123AA|Double Dragon 2 - The Revenge|Double Dragon II : The Revenge||Beat'em Up,|2||Tecmo|Acclaim Entertainment|1991
3692AA|Double Dribble - 5 On 5|Double Dribble : 5 on 5||Sports,|||Konami|Konami|1991
66503A|Double Yakuman|Double Yakuman||,Mahjong|||Imagesoft|Vap|1993
66505A|Double Yakuman 2|Double Yakuman II||,Mahjong|||||
66507A|Double Yakuman Junior|Double Yakuman Junior|||||Imagesoft|Vap|1993
142724|Downhill Ski|Downhill Ski|||||||
66512A|Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai|Downtown - Nekketsu Koushinkyoku - Dokodemo Daiund|||||||
66513A|Dr. Franken|Dr. Franken||Action,Platform|1||Motivetime Ltd.|Kotobuki System Co., Ltd.|1992
66514A|Dr. Franken 2|Dr. Franken II||Action,|1||Motivetime Ltd.|Elite Systems|1997
3056AA|Dr. Mario|Dr. Mario||Puzzle-Game,|2||Nintendo R&D1|Nintendo of America Inc.|1990
66517A|Dracula Densetsu|Dracula Densetsu||,Action|||||
66519A|Dracula Densetsu 2|Dracula Densetsu II|||||||
66528A|Dragon Ball Z - Gokuu Hishouden|Dragon Ball Z - Gokuu Hishouden||Role playing games,|1||Bandai|Bandai|1994
66527A|Dragon Ball Z - Gokuu Gekitouden|Dragon Ball Z - Gokuu Gekitouden||,RPG|1||Bandai|Bandai|1995
66544A|Dragon Slayer - Nemuri No Oukan|Dragon Slayer - Nemuri no Oukan|||||||
66543A|Dragon Slayer I|Dragon Slayer I||Adventure,Role-Playing,|1||Epoch Co.|Nihon Falcom Corp|1990
66545A|Dragon Tail|Dragon Tail||,Platform|||||
3201AA|Dragon's Lair|Dragon's Lair||Race, Driving,Action,|1||Advanced Microcomputer Systems|Cinematronics, Inc.|1983
3331AA|Dragon's Lair - The Legend|Dragon's Lair : The Legend||Platform,|2||Ubisoft|Ubisoft|1991
66554A|Dragonheart|Dragonheart|Dragon Heart|Plateform / Fighter Scrolling,Platform,|1||Torus Games Pty. Ltd.|Acclaim Entertainment, Inc.|1996
3661AA|Dropzone|Dropzone||Shooter,Action,|1||Arena Graphics|Mindscape International Ltd.|1992
66562A|Druaga No Tou|Druaga no Tou|||||||
109046|Duck Adventures|Duck Adventures||,Arcade|||||
3002AA|Disney's Ducktales|Disney's DuckTales||Platform,Action,|1||Capcom Co., Ltd.|Capcom U.S.A., Inc.|1990
66585A|Dungeon Land|Dungeon Land|Dungeonland|,Strategy|||||
66591A|Dx Bakenou Z|DX Bakenou Z||,Bets|||||
3128AA|Earthworm Jim|Earthworm Jim||Shoot'em Up,Action,|1||Shiny Entertainment, Inc.|Playmates Interactive Entertainment, Inc.|1995
3404AA|Elevator Action|Elevator Action||Action,Arcade|1||Taito Corporation|Taito America Corporation|1991
188994|Elite Soccer|Elite Soccer||Sports,|1||Denton Designs|GameTek|1994
3639AA|Exodus - Journey To The Promised Land|Exodus : Journey to the Promised Land||Puzzle-Game,|2||Wisdom Tree|Wisdom Tree|1992
109041|Explosive Brick '94|Explosive Brick '94||,Breakout|||||
3683AA|Extra Bases|Extra Bases!||Various,|2||Namco|Bandai|1991
3255AA|F-1 Race|F-1 Race||Race, Driving,|4||Nintendo Co., Ltd.|Nintendo of America Inc.|1991
3487AA|F-15 Strike Eagle|F-15 Strike Eagle||Simulation,|2||NMS Software Ltd.|MicroProse Software, Inc.|1993
71300A|F-15 Strike Eagle 2|F-15 Strike Eagle II|||||||
66640A|F1 Boy|F1 Boy|||||||
66643A|F1 Pole Position|F1 Pole Position||Racing,|4||Human Entertainment, Inc.|Ubi Soft Entertainment Software|1993
3712AA|Faceball 2000|Faceball 2000||Action,FPS|4||Xanth Software F/X, Inc.|Bullet-Proof Software, Inc.|1991
66653A|Family Jockey|Family Jockey||Sports,|||Namco Limited|Namco Limited|1991
66655A|Family Jockey 2 - Meiba No Kettou|Family Jockey 2 - Meiba no Kettou|||||||
66656A|Famista|Famista|Famista 2|,Baseball|||||
66657A|Famista 2|Famista 2||Sports,||||Namcot|1992
66658A|Famista 3|Famista 3||Sports,||||Namcot|1993
66662A|Fastest Lap|Fastest Lap||Race, Driving,|4||KID Corp.|NTV International Corporation|1992
3547AA|Felix The Cat|Felix the Cat||Action,Platform|4||Hudson Soft Company, Ltd.|Electro Brain Corp.|1993
66668A|Ferrari|Ferrari||,F1 racing|||||
3442AA|Ferrari Grand Prix Challenge|Ferrari Grand Prix Challenge|Ferrari - Grand Prix Challenge|Race, Driving,|4||System 3 Software Ltd.|Acclaim Entertainment, Inc.|1992
66676A|Fifa International Soccer|FIFA International Soccer||Sports,|1||Extended Play Productions|Malibu Games|1995
66678A|Fifa Road To World Cup '98|FIFA Road to World Cup '98||Sports / Soccer,Sports,|||Tiertex Design Studios|THQ International Ltd.|1997
66680A|Fifa Soccer '97|FIFA Soccer '97||Sports,|||Tiertex Design Studios|Black Pearl Software|1996
3252AA|Fifa Soccer 96|FIFA Soccer 96||Sports,Simulation,|||Extended Play Productions|Electronic Arts, Inc.|1995
66682A|Fighting Simulator 2 In 1|Fighting Simulator - 2 in 1 Flying Warriors|||||Culture Brain|Culture Brain|1992
109039|Final Fantasy 4|Final Fantasy 4||,RPG|||||
2969AA|Mystic Quest|Final Fantasy Adventure||Role playing games,|1||Square Enix|Square Enix|1991
66687A|Final Fantasy Adventure|Final Fantasy Adventure||Role playing games,|1||Square Co., Ltd.|Square Soft, Inc.|1991
3028AA|Final Fantasy Legend 2|Final Fantasy Legend II||Role playing games,|1||Square Enix|Square Enix|1990
3049AA|Final Fantasy Legend 3|Final Fantasy Legend III|Final Fantasy Legend II|Shoot'em Up,Role playing games,|1||Square Enix|Square Enix|1991
66690A|Final Reverse|Final Reverse||Shooter,|||Shouei|Toei Animation|1991
109040|Fire Dragon|Fire Dragon||Action,Arcade|1||Gowin||
66699A|Fire Fighter|Fire Fighter||Action|1||Teeny Weeny Games, Ltd.|Mindscape International GmbH|1992
3686AA|Fish Dude|Fish Dude||Various,Action,|1||Towa Chiki|SOFEL Corp.|1991
3338AA|Fist Of The North Star|Fist of the North Star||Fight,Action,|||Shouei System|Taxan USA Corp.|1989
3684AA|Flappy Special|Flappy Special||Puzzle-Game,|1||dB-SOFT|Victor Musical Industries, Inc.|1990
66707A|Fleet Commander Vs.|Fleet Commander VS.|Fleet Commander VS|,Strategy|||||
66712A|Flipull|Flipull||Puzzle-Game,|2||SibGame|SibGame|1990
167201|Fogel|Fogel|Frogger|,Arcade|||||
66720A|Foreman For Real|Foreman for Real||Sports,|2||Software Creations Ltd.|Acclaim Entertainment, Inc.|1995
3395AA|Ikari No Yousai|Fortified Zone|Ikari no Yousai 2|Sports,Action,|2||Nintendo|Nintendo|
66725A|Frank Thomas Big Hurt Baseball|Frank Thomas Big Hurt Baseball|Frank Thomas' Big Hurt Baseball|Sports,Simulation,|1||Iguana UK|Acclaim Entertainment, Inc.|1995
66727A|Franky, Joe And Dirk... On The Tiles|Franky, Joe & Dirk... On the Tiles|||||Audio Visual Magic|Elite Systems|1993
66735A|Frisky Tom|Frisky Tom||Action,Arcade||||Nichibutsu|1995
3437AA|Frogger|Frogger||Shooter,Action,|2||Konami Industry Co. Ltd.|Majesco Sales, Inc.|1998
66744A|From Tv Animation Slam Dunk - Gakeppuchi No Kesshou League|From TV Animation Slam Dunk - Gakeppuchi no Kessho||,RPG|||||
66741A|From Tv Animation Slam Dunk 2 - Zenkoku E No Tip Off|From TV Animation Slam Dunk 2 - Zenkoku e no Tip O|||||||
66755A|Funny Field|Funny Field||,Arcade|||||
66756A|Fushigi Na Blobby - Princess Blob O Sukue!|Fushigi na Blobby - Princess Blob o Sukue!|||||||
66759A|Fushigi No Dungeon - Fuurai No Shiren Gb - Tsukikage Mura No Kaibutsu|Fushigi no Dungeon - Fuurai no Shiren GB - Tsukika|||||||
3167AA|Game And Watch Gallery|Game & Watch Gallery||Action,Arcade|1||Nintendo|Nintendo|1997
67854A|Game And Watch Gallery 2|Game Boy Gallery 2|||1||Nintendo|Nintendo|
167316|Game Boy Gallery : 5 Games in One|Game Boy Gallery : 5 Games in One||Action,|||Nintendo R&D1|Nintendo of Europe GmbH|
3358AA|Game Boy Wars|Game Boy Wars|Gameboy Wars|Strategy,|2||Nintendo R&D1|Nintendo Co., Ltd.|1991
3492AA|Game Boy Wars Turbo|Game Boy Wars Turbo|Gameboy Wars Turbo|Strategy,|2||Hudson|Nintendo|1998
67856A|Game Boy Wars Turbo - Famitsu Version|Game Boy Wars Turbo - Famitsu Version|||||||
67860A|Game De Hakken!! Tamagotchi - Osutchi To Mesutchi|Game de Hakken!! Tamagotchi - Osutchi to Mesutchi|||||||
67859A|Game De Hakken!! Tamagotchi 2|Game de Hakken!! Tamagotchi 2|||||||
155379|Gameboy Gallery 3|Gameboy Gallery 3|Gameboy Gallery|,Arcade|1||||1999
176662|Gameboy Wars|Gameboy Wars||,Strategy|||||
67890A|Gamera - Daikaijuu Kuuchuu Kessen|Gamera - Daikaijuu Kuuchuu Kessen|||||||
67891A|Gameshark|GameShark|||||||
67895A|Ganbare Goemon - Kurofunetou No Nazo|Ganbare Goemon - Kurofunetou no Nazo|||||||
67897A|Ganbare Goemon - Sarawareta Ebisumaru|Ganbare Goemon - Sarawareta Ebisumaru|||||||
155377|Ganbare Goemon 2|Ganbare Goemon 2||,Action|||Konami Industry Co. Ltd.|Konami Industry Co. Ltd.|
67902A|Ganso!! Yancha Maru|Ganso!! Yancha Maru||||||Irem Corp.|1991
3645AA|Garfield Labyrinth|Garfield Labyrinth||Puzzle-Game,|||Kotobuki System|Kemco|1993
3029AA|Gargoyle's Quest|Gargoyle's Quest||Plateform / Fighter Scrolling,Action,Platform,|1||Capcom Co., Ltd.|Capcom U.S.A., Inc.|1990
69114A|Makai Mura Gaiden - The Demon Darkness|Gargoyle's Quest II||Plateform / Fighter Scrolling,Platform,|1||||1993
3144AA|Gauntlet 2|Gauntlet II||Action,|1||Atari|Mindscape|1990
67922A|Gb Basketball|GB Basketball||,Basketball|||||
67940A|Gb Genjin 2|GB Genjin 2||,Platform|||||
67943A|Gb Genjin Land - Viva! Chikkun Oukoku|GB Genjin Land - Viva! Chikkun Oukoku|GB Genjin Land - Viva Chikkun Oukoku|,Adventure|||||
67949A|Gb Pachi-slot Hisshouhou! Jr|GB Pachi-Slot Hisshouhou! Jr|||||||
67992A|Gbkiss Mini Games|GBKiss Mini Games|||||||
68332A|Gear Works|Gear Works||Puzzle-Game,|1||Teque Interactive|Sony Imagesoft|1993
68333A|Gegege No Kitarou - Youkai Souzoushu Arawaru!|Gegege no Kitarou - Youkai Souzoushu Arawaru!|||||||
68335A|Gekitou Power Modeller|Gekitou Power Modeller|||||||
68336A|Gem Gem|Gem Gem||Puzzle,|||Graphic Research Co., Ltd.|Vic Tokai, Inc.|1991
167216|Gen13|Gen13|||||||
68340A|Genjin Collection|Genjin Collection|GB Genjin Collection|,Platform|||||
68341A|Genjin Cottsu|Genjin Cottsu|Genjin Cottu|Platform,|||||1995
68343A|Genki Bakuhatsu Gambaruger|Genki Bakuhatsu Gambaruger|||||||
68346A|George Foreman's Ko Boxing|George Foreman's KO Boxing||Sports,|1||SIMS Co., Ltd.|Flying Edge, Inc.|1992
3285AA|Ghostbusters 2|Ghostbusters II||Race, Driving,|1||Kemco|Activision|1990
68359A|Gi King! - Sanbiki No Yosouya|GI King! - Sanbiki no Yosouya|||||||
68362A|Ginga|Ginga||,Puzzle|||||
68367A|Go Go Ackman|Go Go Ackman||,Arcade||||Banpresto Co., Ltd.|
68369A|Go! Go! Hitchhike|Go! Go! Hitchhike|Go Go Hitchike|,Board game|||||
3599AA|Go! Go! Tank|Go! Go! Tank||Puzzle-Game,Strategy,|2||Copya System|Electro Brain|1991
68370A|Goal!|Goal!||Sports / Soccer,Sports,|1||TOSE|Jaleco Entertainment|1993
68373A|God Medicine - Fantasy Sekai No Tanjou|God Medicine - Fantasy Sekai no Tanjou|||||||
68374A|God Medicine - Hukkoku Ban|God Medicine - Hukkoku Ban|||||||
2982AA|Godzilla|Godzilla||Puzzle-Game,Action,|2||Hudson Soft Company, Ltd.|Toho Co.,Ltd.|1990
68379A|Godzilla-kun|Godzilla-kun|Godzilla|,Arcade|||||
3444AA|Golf|Golf|Golf Classic|Shoot'em Up,Sports,|2||Intelligent Systems Co., Ltd.|Nintendo of America Inc.|1990
68392A|Goukaku Boy Series - 99 Nendo Ban Eitango Center 1500|Goukaku Boy Series - 99 Nendo Ban Eitango Center 1|||||||
68393A|Goukaku Boy Series - Eijukugo Target 1000|Goukaku Boy Series - Eijukugo Target 1000|||||||
68394A|Goukaku Boy Series - Eiken 2kyuu Level No Kaiwa Hyougen 333|Goukaku Boy Series - Eiken 2kyuu Level no Kaiwa Hy|||||||
68395A|Goukaku Boy Series - Eitango Target 1900|Goukaku Boy Series - Eitango Target 1900|||||||
68396A|Goukaku Boy Series - Gakken - Kanyouku Kotowaza 210|Goukaku Boy Series - Gakken - Kanyouku Kotowaza 21|||||||
68397A|Goukaku Boy Series - Gakken - Rekishi 512|Goukaku Boy Series - Gakken - Rekishi 512|||||||
68398A|Goukaku Boy Series - Gakken - Yojijukugo 288|Goukaku Boy Series - Gakken - Yojijukugo 288|||||||
68400A|Goukaku Boy Series - Kirihara Shoten Hinshutsu Eibunpou Gohou Mondai 1000|Goukaku Boy Series - Kirihara Shoten Hinshutsu Eib|||||||
68401A|Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eijukugo 350|Goukaku Boy Series - Koukou Nyuushi Derujun - Chuu|||||||
68402A|Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eitango 1700|Goukaku Boy Series - Koukou Nyuushi Derujun - Chuu|||||||
68403A|Goukaku Boy Series - Koukou Nyuushi Derujun - Kanji Mondai No Seifuku|Goukaku Boy Series - Koukou Nyuushi Derujun - Kanj|||||||
68404A|Goukaku Boy Series - Koukou Nyuushi Derujun - Rekishi Nendai Anki Point 240|Goukaku Boy Series - Koukou Nyuushi Derujun - Reki|||||||
68405A|Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250|Goukaku Boy Series - Koukou Nyuushi Derujun - Rika|||||||
68406A|Goukaku Boy Series - Nihonshi Target 201|Goukaku Boy Series - Nihonshi Target 201|||||||
68407A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Joushiki No Sho|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68408A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Kanji No Tatsujin|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68409A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Keisan No Tatsujin|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68410A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Kokugo Battle Hen|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68411A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Nanmon No Sho|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68412A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Rika Battle Hen|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68413A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Sansuu Battle Hen|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68414A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Shakai Battle Hen|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68415A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Suuji De Asobou Sansuu Hen|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68416A|Goukaku Boy Series - Shikakui Atama O Marukusuru - Zukei No Tatsujin|Goukaku Boy Series - Shikakui Atama o Marukusuru -|||||||
68420A|Goukaku Boy Series - Yamakawa Ichimonittou - Nihonshi B Yougo Mondaishuu|Goukaku Boy Series - Yamakawa Ichimonittou - Nihon|||||||
68421A|Goukaku Boy Series - Yamakawa Ichimonittou - Sekaishi B Yougo Mondaishuu|Goukaku Boy Series - Yamakawa Ichimonittou - Sekai|||||||
68423A|Goukaku Boy Series - Z Kai|Goukaku Boy Series - Z Kai|||||||
68424A|Goukaku Boy Series - Z Kai Kyuukyoku No Eigo Koubun 285|Goukaku Boy Series - Z Kai Kyuukyoku no Eigo Koubu|||||||
68425A|Goukaku Boy Series - Z Kai Kyuukyoku No Eijukugo 1017|Goukaku Boy Series - Z Kai Kyuukyoku no Eijukugo 1|||||||
68426A|Goukaku Boy Series - Z Kai Kyuukyoku No Eitango 1500|Goukaku Boy Series - Z Kai Kyuukyoku no Eitango 15|||||||
68441A|Great Greed|Great Greed||Role playing games,|1||Namco Limited|Namco Hometek Inc.|1993
68451A|Gremlins 2 - The New Batch|Gremlins 2 - The New Batch||Action,Platform|||Sunsoft|Sunsoft|1991
167217|Guess The Number 1|Guess The Number 1|||||||
167218|Guess The Number 2|Guess The Number 2|||||||
68460A|Gurander Musashi Rv|Gurander Musashi RV||,Fishing|||||
3707AA|Hal Wrestling|HAL Wrestling||Fight,|2||Human Entertainment, Inc.|HAL America Inc.|1990
3668AA|Hammerin' Harry - Ghost Building Company|Hammerin' Harry : Ghost Building Company||Action|1||Tamtex|Irem|1992
3204AA|Harvest Moon Gb|Harvest Moon GB||Role playing games,Simulation,|2||Victor Interactive Software, Inc.|Natsume, Inc.|1997
68494A|Hatris|Hatris||Puzzle-Game,|2||Bullet-Proof Software, Inc.|Bullet-Proof Software, Inc.|1991
68495A|Hayaoshi Quiz - Ouza Ketteisen|Hayaoshi Quiz - Ouza Ketteisen|||||||
68497A|Head On|Head On||,Racing|||SEGA Enterprises Ltd.|Gremlin Industries, Inc.|1979
68498A|Heavyweight Championship Boxing|Heavyweight Championship Boxing||Sports / Boxing,Sports,|1||Tose Co., Ltd.|Activision, Inc.|1990
68499A|Heiankyo Alien|Heiankyo Alien||Strategy,|2||Live Planning|Meldac of America Inc.|1990
68500A|Heiankyou Alien|Heiankyou Alien|Heiankyo Alien|,Arcade|||||
68501A|Heisei Tensai Bakabon|Heisei Tensai Bakabon|||||||
68516A|Heracles No Eikou - Ugokidashita Kamigami|Heracles no Eikou - Ugokidashita Kamigami|||||||
3161AA|Hercules|Hercules||Action,Platform|1||Quantum Productions|Alpha-Omega Software|1986
68520A|Hero Shuugou!! Pinball Party|Hero Shuugou!! Pinball Party|||||||
167186|Hero Zero GFX-CON|Hero Zero GFX-CON|||||||
68537A|Hiden Inyou Kikouhou - Ca Da|Hiden Inyou Kikouhou - Ca Da|||||||
68538A|Higashio Osamu Kanshuu Pro Yakyuu Stadium '91|Higashio Osamu Kanshuu Pro Yakyuu Stadium '91||,Baseball|||||
68539A|Higashio Osamu Kanshuu Pro Yakyuu Stadium '92|Higashio Osamu Kanshuu Pro Yakyuu Stadium '92||,Baseball|||||
68542A|High Stakes|High Stakes||Casino / Cards,Casino,|||HAL Labs|Nintendo|1995
68547A|Hiryuu No Ken Gaiden|Hiryuu no Ken Gaiden||,Fighting|||||
68551A|Hit The Ice - The Video Hockey League|Hit the Ice: The Video Hockey League||Sports,|2||Taito|Taito|1992
68552A|Hitori De Dekirumon! - Cooking Densetsu|Hitori de Dekirumon! - Cooking Densetsu|Hitoride Dekirumon - Cooking Densetsu|,RPG|||||
68555A|Hoi Hoi - Game Boy Ban|Hoi Hoi - Game Boy Ban|Hoi Hoi - Gameboy Ban|,Arcade|||||
68558A|Hokuto No Ken - Seizetsu Juuban Shoubu|Hokuto no Ken - Seizetsu Juuban Shoubu|||||||
3370AA|Home Alone|Home Alone||Action,Platform|1||Manley & Associates, Inc.|Capstone Software|1991
3593AA|Home Alone 2 - Lost In New York|Home Alone 2 : Lost in New York||Platform,|1||Imagineering Inc|THQ|1992
68568A|Hon Shougi|Hon Shougi||,Puzzle|||||
3549AA|Hong Kong|Hong Kong||,Puzzle|||||
68573A|Honmei Boy|Honmei Boy||,Bets|||||
68574A|Honoo No Toukyuuji - Dodge Danpei|Honoo no Toukyuuji - Dodge Danpei|||||||
3261AA|Hook|Hook||Action,Platform|1||Ukiyotei Company, Ltd.|Sony Imagesoft|1992
68577A|Hoshi No Kirby|Hoshi no Kirby|||||||
68578A|Hoshi No Kirby 2|Hoshi no Kirby 2|||||||
3489AA|Hudson Hawk|Hudson Hawk||Action,Platform|1||Ocean Software Ltd.|Sony Imagesoft|1992
3364AA|Hugo|Hugo|Hugo 2|Action,Arcade|1||ITE Media ApS (Interactive Television Entertainment)|ITE Media ApS (Interactive Television Entertainment)|1998
68586A|Hugo 2|Hugo 2||Action,Arcade|1||Bit Managers S.L.|Laguna Videospiele Vertriebs & Marketing GmbH|1997
68591A|Hunchback Of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games|Hunchback of Notre Dame, The - 5 Foolishly Fun Top|||||Tiertex Design Studios|Disney Interactive Studios|1997
68598A|Hyper Black Bass '95|Hyper Black Bass '95||,Fishing|||||
3352AA|Hyper Lode Runner|Hyper Lode Runner||Puzzle-Game,Action,|1||Tose Co., Ltd.|Bandai America, Inc.|1989
68611A|Ikari No Yousai 2|Ikari no Yousai 2||Action / Labyrinth,Action,|1||Jaleco Entertainment|Jaleco Entertainment|1992
68613A|In Your Face|In Your Face||Sports / Basketball,Sports,|||Jaleco Entertainment|Jaleco Entertainment|1990
68617A|Indiana Jones - Saigo No Seisen|Indiana Jones - Saigo no Seisen|||||||
68615A|Indiana Jones And The Last Crusade|Indiana Jones and the Last Crusade||Action|1||NMS Software|Ubisoft|
68622A|Infogenius Productivity Pak - Berlitz French Translator|InfoGenius Productivity Pak - Berlitz French Trans|||||||
68623A|Infogenius Productivity Pak - Berlitz Spanish Translator|InfoGenius Productivity Pak - Berlitz Spanish Tran|||||||
68624A|Infogenius Productivity Pak - Frommer's Travel Guide|InfoGenius Productivity Pak : Frommer's Travel Guide|||||||
68625A|Infogenius Productivity Pak - Personal Organizer And Phone Book|InfoGenius Productivity Pak : Personal Organizer and Phone Book|||||||
68626A|Infogenius Productivity Pak - Spell Checker And Calculator|InfoGenius Productivity Pak : Spell Checker and Calculator|||||||
68628A|Infogenius Systems - Personal Organizer With Phone Book|InfoGenius Systems - Personal Organizer with Phone|||||||
68632A|Initial D Gaiden|Initial D Gaiden||,Racing|||||
68636A|International Superstar Soccer|International Superstar Soccer||Sports,|1||Major A|Konami Corporation|1998
68641A|Ippatsu Gyakuten! Dx Bakenou|Ippatsu Gyakuten! DX Bakenou|||||||
3448AA|Iron Man And X-o Manowar In Heavy Metal|Iron Man and X-O Manowar in Heavy Metal||Beat'em Up,|||Realtime Associates|Acclaim Entertainment|1996
68650A|Ishida Yoshio Tsume Go Paradise|Ishida Yoshio Tsume Go Paradise|||||||
3700AA|Ishido - The Way Of Stones|Ishido : The Way of Stones||Sports,|2||Publishing International|ASCII|1990
70438A|Simpsons Itchy And Scratchy, The - Miniature Golf Madness|Itchy & Scratchy in Miniature Golf Madness||Sports / Golf,Sports,|||Beam Software|Acclaim|1994
68661A|Itsudemo! Nyan To Wonderful|Itsudemo! Nyan to Wonderful|Itsudemo Nyanto Wonderful|,Breeding|||||
68665A|J.league Big Wave Soccer|J.League Big Wave Soccer||,Soccer|||||
68669A|J.league Fighting Soccer - The King Of Ace Strikers|J.League Fighting Soccer - The King of Ace Striker||Sports / Soccer,Sports,|||||
68671A|J.league Live '95|J.League Live '95||,Soccer|||||
68673A|J.league Winning Goal|J.League Winning Goal||,Soccer|||||
68674A|Jack Nicklaus Golf|Jack Nicklaus Golf||Sports / Golf,Sports,|||Sculptured Software, Inc.|Tradewest, Inc.|1992
68677A|Jaleco J.cup Soccer|Jaleco J.Cup Soccer|||||||
68679A|James Bond 007|James Bond 007||Action,Adventure|1||Saffire, Inc|Nintendo of America Inc.|1998
68682A|Jankenman|Jankenman||,Arcade|||||
68685A|Janshirou|Janshirou||,Mahjong|||||
68687A|Janshirou 2 - Sekai Saikyou No Janshi|Janshirou II - Sekai Saikyou no Janshi|||||||
68688A|Jantaku Boy|Jantaku Boy||,Mahjong|||Namco||1992
68690A|Jeep Jamboree|Jeep Jamboree||Race, Driving,|||Gremlin Graphics|Virgin Interactive|1992
3600AA|Jelly Boy|Jelly Boy||Puzzle-Game,Action,|1||Probe Software Ltd.|Ocean Software Ltd.|1991
68693A|Jeopardy!|Jeopardy!||Quiz,|1||Data Design Interactive|GameTek|1991
68697A|Jeopardy! - Platinum Edition|Jeopardy! : Platinum Edition||Quiz,|||Data Design Interactive|GameTek|1996
68699A|Jeopardy! - Sports Edition|Jeopardy! : Sports Edition||Quiz,|||Data Design Interactive|GameTek|1994
68701A|Jeopardy! - Teen Tournament|Jeopardy! : Teen Tournament||Quiz,|||Data Design Interactive|GameTek|1996
71613A|Jet Pack|Jet Pack||Compilation,||||NovaLogic, Inc.|1999
68717A|Jetsons, The - Robot Panic|Jetsons, The - Robot Panic||Action / Adventure,Action,|||Act Japan|Taito Corporation|1992
68720A|Jikuu Senki Mu|Jikuu Senki Mu||Role-Playing,|1||Hudson Soft|Hudson Soft|1991
68721A|Jimmy Connors No Pro Tennis Tour|Jimmy Connors no Pro Tennis Tour|||||||
68722A|Jimmy Connors Tennis|Jimmy Connors Tennis||Sports,|2||NMS Software Ltd.|Ubi Soft Entertainment, Inc.|1993
68725A|Jinsei Game|Jinsei Game||,Board game|||||
68726A|Jinsei Game Densetsu|Jinsei Game Densetsu|||||||
3357AA|Joe And Mac - Caveman Ninja|Joe & Mac : Caveman Ninja||Platform,|1||Data East|Data East|1993
3455AA|Jordan Vs Bird - One On One|Jordan vs Bird : One on One||Sports,|||Imagineering Inc|Electronic Arts|1992
3670AA|Joshua And The Battle Of Jericho|Joshua & the Battle of Jericho||Puzzle-Game,|1||Wisdom Tree|Wisdom Tree|1993
3224AA|Judge Dredd|Judge Dredd||Action|1||Probe Entertainment Ltd.|Acclaim Entertainment, Inc.|1995
68751A|Jungle No Ouja Tarchan|Jungle no Ouja Tarchan|||||||
3550AA|Jungle Strike|Jungle Strike||Action|1||Ocean Software Ltd.|Malibu Games|1995
68752A|Jungle Wars|Jungle Wars||Role-Playing,|1||Atelier Double|Pony Canyon|1991
3024AA|Jurassic Park|Jurassic Park||Action,Adventure|1||Ocean Software Ltd.|Ocean Software Ltd.|1993
3184AA|Jurassic Park Part 2 - The Chaos Continues|Jurassic Park Part 2 : The Chaos Continues||Shooter,|1||Ocean|Ocean|1994
68761A|Kachiuma Yosou Keiba Kizoku|Kachiuma Yosou Keiba Kizoku|||||||
68762A|Kachiuma Yosou Keiba Kizoku Ex '94|Kachiuma Yosou Keiba Kizoku EX '94|||||||
68763A|Kachiuma Yosou Keiba Kizoku Ex '95|Kachiuma Yosou Keiba Kizoku EX '95|||||||
68765A|Kaeru No Tame Ni Kane Wa Naru|Kaeru no tame ni Kane wa Naru||Various,Role playing games,Action,|1||Intelligent Systems Co., Ltd.|Nintendo Co., Ltd.|
68769A|Kaijuu Ou Godzilla|Kaijuu Ou Godzilla|||||||
68770A|Kaisen Game - Navy Blue|Kaisen Game - Navy Blue|||||||
68773A|Kakomunja|Kakomunja|||||||
68776A|Kamen Rider Sd - Hashire! Mighty Riders|Kamen Rider SD - Hashire! Mighty Riders|||||||
68777A|Kandume Monsters|Kandume Monsters||,Breeding|||||
68787A|Karakuri Kengou Den - Musashi Road|Karakuri Kengou Den - Musashi Road|||||||
68789A|Karamuchou No Daijiken|Karamuchou no Daijiken|||||||
68796A|Kaseki Sousei Reborn|Kaseki Sousei Reborn||,RPG|||||
