150965|16-in-1 Super Card|16-in-1 Super Card||,Compilation|||||
153214|Kasumi Scroller|Kasumi Scroller|||||||
68800A|Kattobi Road|Kattobi Road||,F1 racing|||||
68801A|Kawa No Nushi Tsuri 3|Kawa no Nushi Tsuri 3||,Adventure|||||
68810A|Keitai Keiba Eight Special|Keitai Keiba Eight Special|||||||
68813A|Ken Griffey Jr. Presents Major League Baseball|Ken Griffey Jr. presents Major League Baseball||Simulation,|||Software Creations Ltd.|Nintendo of America Inc.|1997
68817A|Kenyuu Densetsu Yaiba|Kenyuu Densetsu Yaiba|||||||
3183AA|Kid Dracula|Kid Dracula||Action,Platform|1||Konami Corporation|Konami Corporation|1993
3082AA|Kid Icarus Of Myths And Monsters|Kid Icarus of Myths and Monsters|Kid Icarus - Of Myths and Monsters|Platform,Action,|||Nintendo R&D1|Nintendo of America Inc.|1992
68826A|Kidou Keisatsu Patlabor - Nerawareta Machi 1990|Kidou Keisatsu Patlabor - Nerawareta Machi 1990|||||||
68829A|Kikou Keisatsu Metal Jack|Kikou Keisatsu Metal Jack||Action,|||Atlus Co., Ltd.|Atlus Co., Ltd.|
3022AA|Killer Instinct|Killer Instinct||Fight,Action,|2||Rare, Ltd.|Nintendo of America Inc.|1995
68831A|King James Bible|King James Bible||Strategy,|1||Wisdom Tree, Inc|Wisdom Tree, Inc|1994
153031|King of Fighters 98, The|King of Fighters 98, The|King of Fighters '95, The|,Fighting|||||
68835A|King Of Fighters, The - Heat Of Battle|King of Fighters, The - Heat of Battle|||||||
3572AA|King Of The Zoo|King of the Zoo||Various,|||ASCII|ASCII|1990
68837A|Kingdom Crusade|Kingdom Crusade||Puzzle-Game,Strategy,Action,|2||Sculptured Software, Inc.|Electro Brain Corp.|1992
68841A|Kingyo Chuuihou! - Wapiko No Wakuwaku Stamp Rally!|Kingyo Chuuihou! - Wapiko no Wakuwaku Stamp Rally!|||||||
68840A|Kingyo Chuuihou! 2 - Gyopi-chan O Sagase!|Kingyo Chuuihou! 2 - Gyopi-chan o Sagase!|||||||
68842A|Kinin Koumaroku Oni|Kinin Koumaroku Oni|||||||
68848A|Kinnikuman - The Dream Match|Kinnikuman - The Dream Match|||||||
68851A|Kirby No Block Ball|Kirby no Block Ball||,Breakout|||||
68852A|Kirby No Kirakira Kids|Kirby no Kirakira Kids|||||||
3146AA|Kirby's Block Ball|Kirby's Block Ball||Puzzle-Game,Action,|1||Tose Co., Ltd.|Nintendo of America Inc.|1995
2973AA|Kirby's Dream Land|Kirby's Dream Land|Kirby's Dream Land 2|Action,Platform|1||HAL Laboratory, Inc.|Nintendo of America Inc.|1992
3023AA|Kirby's Dream Land 2|Kirby's Dream Land 2||Action,Platform|1||HAL Laboratory, Inc.|Nintendo of America Inc.|1995
3110AA|Kirby's Pinball Land|Kirby's Pinball Land||Various,Action,Pinball,|1||HAL Laboratory, Inc.|Nintendo of America Inc.|1993
68853A|Kirby No Pinball|Kirby's Pinball Land||Traditional,|||HAL Laboratory, Inc.|Nintendo|1993
3208AA|Kirby's Star Stacker|Kirby's Star Stacker||Puzzle-Game,|2||HAL Laboratory, Inc.|Nintendo of America Inc.|1997
68860A|Kitchen Panic|Kitchen Panic|Kitchin Panic|Action,Arcade|||Panther Software Inc.|Panther Software Inc.|
68862A|Kiteretsu Daihyakka - Bouken Ooedo Juraki|Kiteretsu Daihyakka - Bouken Ooedo Juraki|||||||
68865A|Kizuchida Quiz Da Gen-san Da!|Kizuchida Quiz da Gen-san da!|||||||
3582AA|Klax|Klax||Sports,Strategy,Puzzle-Game,|2||Atari Games Corporation|Mindscape, Inc.|1990
68870A|Knight Quest|Knight Quest||Role playing games,|1||Lenar Co., Ltd.|Taito Corporation|1992
68875A|Koi Wa Kakehiki|Koi wa Kakehiki||,Puzzle|||||
68884A|Konami Gb Collection Vol.1|Konami GB Collection Vol.1||Compilation,||||Konami Co., Ltd.|
68885A|Konami Gb Collection Vol.2|Konami GB Collection Vol.2||Compilation,||||Konami Co., Ltd.|
68886A|Konami Gb Collection Vol.3|Konami GB Collection Vol.3||Compilation,||||Konami Co., Ltd.|
68888A|Konami Gb Collection Vol.4|Konami GB Collection Vol.4||Sports,Compilation,||||Konami Co., Ltd.|
68895A|Konamic Basket|Konamic Basket|||||||
68896A|Konamic Golf|Konamic Golf|Konami Golf|,Golf|||||
68897A|Konamic Ice Hockey|Konamic Ice Hockey|Konami Ice Hockey|,Hockey|||||
68898A|Konamic Sports In Barcelona|Konamic Sports in Barcelona|||||||
68900A|Konchuu Hakase|Konchuu Hakase||,Adventure|||||
3648AA|Korodice|Korodice||,Puzzle|||||
68911A|Koukiatsu Boy|Koukiatsu Boy|Kokiatsu Boy|,RPG|||||
68918A|Krusty World|Krusty World|||||||
3262AA|Krusty's Fun House|Krusty's Fun House||Fight,Action,|1||Audiogenic|Acclaim Entertainment|1993
68922A|Kuma No Puutarou - Takara Sagashi Da Ooiri Game Battle!|Kuma no Puutarou - Takara Sagashi da Ooiri Game Ba|||||||
3412AA|Kung-fu Master|Kung-Fu Master||Beat'em Up,Action,|1||Irem Corp.|Irem Corp.|1984
68925A|Kunio-kun No Jidaigeki Da Yo Zenin Shuugou!|Kunio-kun no Jidaigeki Da yo Zenin Shuugou!|||||||
68926A|Kuusou Kagaku Sekai Gulliver Boy - Kuusou Kagaku Puzzle Purittopon!!|Kuusou Kagaku Sekai Gulliver Boy - Kuusou Kagaku P||Puzzle,||||Bandai|1995
68930A|Kwirk - He's A-maze-ing!|Kwirk - He's A-maze-ing!|||1||Acclaim|Nintendo|
68986A|Lethal Weapon|Lethal Weapon||Action|1||Eurocom Developments Ltd|Ocean|1992
68943A|Lamborghini American Challenge|Lamborghini American Challenge||Racing,|1||Titus France SA|Titus France SA|1994
3423AA|Last Action Hero|Last Action Hero||Sports,Race, Driving,Action,|2||Psygnosis Limited|Psygnosis Limited|1993
68951A|Lazlos' Leap|Lazlos' Leap||Puzzle,|||HECT|DTMC|1992
70878A|Smurfs Nightmare, The|The Smurfs Nightmare||Action,Platform|1||VD-Dev|Infogrames|1997
69329A|Monde Perdu, Le - Jurassic Park|Monde Perdu, Le - Jurassic Park|||||||
70849A|Lion King, The|The Lion King||Action,Platform|1||Dark Technologies|Virgin|
68954A|Legend|Legend||Action|||Toka S.a.r.l.|Funsoft|1998
68957A|Legend Of The River King Gb|Legend of the River King GB||Race, Driving,Role playing games,|1||Tose Co., Ltd.|Natsume, Inc.|1998
142942|Legend of Zelda - Link Gets Laid by P3, The|Legend of Zelda - Link Gets Laid by P3, The|||||||
3057AA|Lemmings|Lemmings||Puzzle-Game,Strategy,|1||DMA Design Limited|Ocean of America, Inc.|1994
3401AA|Lemmings 2 - The Tribes|Lemmings 2 : The Tribes||Puzzle-Game,|1||Psygnosis|Psygnosis|1994
70867A|Rugrats Movie, The|The Rugrats Movie||Action,Platform|1||Software Creations Ltd.|THQ|1998
70874A|Smurfs, The|The Smurfs|Smurfs 2, The|Action,Adventure|1||Infogrames|Infogrames|1993
70880A|Smurfs Travel the World, The|The Smurfs Travel the World||Action,|1||Virtual Studio|Infogrames|1995
167214|Life|Life|Gift|Simulation,|||Cortex Computer Systems Ltd.||
167215|Life 2|Life 2|||||||
68991A|Lingo|Lingo||Puzzle-Game,|1||SPC Vision B.V.|Philips Interactive Media Benelux B.V.|1994
68994A|Litti's Summer Sports|Litti's Summer Sports|||||||
69002A|Little Master - Raikuban No Densetsu|Little Master - Raikuban no Densetsu|||||||
69001A|Little Master 2 - Raikou No Kishi|Little Master 2 - Raikou no Kishi|||||||
3649AA|Lock'n Chase|Lock'n Chase|Lock 'N Chase|,Arcade|1||Data East|Data East|1990
69044A|Lolo No Daibouken|Lolo no Daibouken||,Puzzle|||||
3072AA|Looney Tunes|Looney Tunes||Action,Platform|1||Sun Electronics Corp.|Sun Corporation of America|1992
69051A|Looney Tunes - Bugs Bunny To Yukai Na Nakama-tachi|Looney Tunes - Bugs Bunny to Yukai na Nakama-tachi|||||||
69050A|Looney Tunes Series - Daffy Duck|Looney Tunes Series - Daffy Duck|||||||
69053A|Loopz|Loopz||Puzzle-Game,|2||Audiogenic|Mindscape|1991
123105|Lost Trip|Lost Trip|||||||
3001AA|Lucky Luke|Lucky Luke||Puzzle-Game,Action,|1||Infogrames Multimedia SA|Infogrames Multimedia SA|1997
69068A|Lucky Monkey|Lucky Monkey||,Arcade|||||
69069A|Lucle|Lucle||Action,Arcade|1||Vic Tokai Corporation|Vic Tokai Corporation|1994
69074A|Lunar Lander|Lunar Lander||Action|2||Pack-In-Video|Pack-In-Video|
69081A|Mach Go Go Go|Mach Go Go Go||,RPG|||||
69088A|Madden '95|Madden '95||Sports,|2||Halestorm, Inc.|THQ, Inc.|1994
69089A|Madden '96|Madden '96||Sports,|2||Halestorm, Inc.|Black Pearl Software|1995
69084A|Madden '97|Madden '97||,Football US|||Tiertex Design Studios|Black Pearl|1996
69090A|Maerchen Club|Maerchen Club|||||||
109188|Magic Ball|Magic Ball||,Breakout|||Dream Dale|Alawar Entertainment, Inc.|2004
3330AA|Mahou Kishi Rayearth|Magic Knight Rayearth||Role-Playing,|1||Tomy|Tomy|1995
3644AA|Magic Knight Rayearth 2nd - The Missing Colors|Magic Knight Rayearth 2nd : The Missing Colors|||||RPG|RPG|1995
109189|Magic Maze|Magic Maze|Magic Ball|,Arcade|||||
69100A|Magical Taruruuto-kun|Magical Taruruuto-kun|||||||
69101A|Magical Taruruuto-kun 2 - Raibaa Zone Panic!!|Magical Taruruuto-kun 2 - Raibaa Zone Panic!!|||||||
109190|Magical Tower|Magical Tower||,Arcade|||||
69105A|Magnetic Soccer|Magnetic Soccer||Sports / Soccer,Sports,|2||Nintendo|Nintendo|1992
69111A|Mahoujin Guruguru|Mahoujin Guruguru|Mahoujin Guru Guru|,Adventure|||||
69116A|Makai Toushi Sa-ga|Makai Toushi Sa-Ga|Makai Toushi SaGa|,RPG|||||
69118A|Malibu Beach Volleyball|Malibu Beach Volleyball||Adventure,Sports,|1||TOSE|Activision|1990
69128A|Mani 4 In 1|Mani 4 in 1|||||||
3379AA|Marble Madness|Marble Madness||Puzzle-Game,Action,|1||Atari, Inc.|Mindscape, Inc.|1991
3106AA|Mario And Yoshi|Mario & Yoshi||Puzzle-Game,|1||Game Freak|Nintendo|1991
3157AA|Mario's Picross|Mario's Picross||Puzzle-Game,|1||Nintendo Co., Ltd.|Nintendo of America Inc.|1995
3690AA|Marmalade Boy|Marmalade Boy||,Adventure|||Bandai|Bandai|1995
69147A|Maru's Mission|Maru's Mission||Action|||Jaleco|Jaleco USA, Inc.|1991
69155A|Masakari Densetsu - Kintarou Action Hen|Masakari Densetsu - Kintarou Action Hen|||||||
69156A|Masakari Densetsu - Kintarou Rpg Hen|Masakari Densetsu - Kintarou RPG Hen|||||||
69158A|Master Karateka|Master Karateka||Action,Fighting|1||Tose Co., Ltd.|Shinsei|1989
69166A|Matthias Sammer Soccer|Matthias Sammer Soccer||Sports,|||Jupiter Corp.|Tomy Company, Ltd.|1995
69167A|Maui Mallard|Maui Mallard||,Platform|||||
69169A|Maus, Die|Maus, Die||,Puzzle|||||
69171A|Max|Max||Action,Arcade|1||A Wave|King Record Co. Ltd.|1992
3725AA|Mcdonald Land|McDonald land|McDonaldland|Platform,|2||Nintendo|Virgin|1993
69203A|Medarot - Kabuto Version|Medarot - Kabuto Version|Medarot 2 - Kabuto Version|,RPG|||||
69204A|Medarot - Kuwagata Version|Medarot - Kuwagata Version|Medarot 2 - Kuwagata Version|,RPG|||||
69205A|Medarot - Parts Collection|Medarot - Parts Collection|Medarot 2 - Parts Collection|,RPG|||||
69206A|Medarot - Parts Collection 2|Medarot - Parts Collection 2|||||||
3103AA|Mega Man - Dr. Wily's Revenge|Mega Man : Dr. Wily's Revenge||Action|1||Capcom|Capcom|1991
3156AA|Mega Man 2|Mega Man II||Action,|1||Capcom Co., Ltd.|Capcom Co., Ltd.|1991
3234AA|Mega Man 3|Mega Man III|Mega Man II|Action|1||Capcom Co., Ltd.|Capcom Co., Ltd.|1992
3269AA|Mega Man Iv 4|Mega Man IV|Mega Man II|Shoot'em Up,Action,|1||Capcom|Capcom - Laguna|1993
3135AA|Mega Man 5|Mega Man V|Mega Man II|Shoot'em Up,Action,|1||Capcom Co., Ltd.|Capcom U.S.A., Inc.|1994
69208A|Megalit|Megalit||Puzzle,|||Takara|Asmik Ace Entertainment, Inc.|1992
69221A|Megami Tensei Gaiden - Last Bible|Megami Tensei Gaiden - Last Bible||,RPG|||||
3543AA|Megami Tensei Gaiden - Last Bible 2|Megami Tensei Gaiden : Last Bible II||Shooter,|1||Atlus|Access Games|1993
69227A|Meitantei Conan - Chika Yuuenchi Satsujin Jiken|Meitantei Conan - Chika Yuuenchi Satsujin Jiken|||||||
69228A|Meitantei Conan - Giwaku No Gouka Ressha|Meitantei Conan - Giwaku no Gouka Ressha|||||||
3396AA|Mercenary Force|Mercenary Force||Various,Action,|1||Lenar Co., Ltd.|Meldac of America Inc.|1990
69245A|Metal Masters|Metal Masters||Action,Fighting|2||Bit Managers S.L.|Electro Brain Corp.|1993
2991AA|Metroid 2 - Return Of Samus|Metroid II : Return of Samus||Platform,|1||Nintendo|Nintendo|1992
99391A|Mick And Mack As The Global Gladiators|Mick & Mack as the Global Gladiators|||||||
3202AA|Mickey Mouse 2|Mickey Mouse||Action,|1||Kemco|Kotobuki System|1991
3240AA|Mickey Mouse - Magic Wands!|Mickey Mouse : Magic Wands!|Mickey Mouse - Magic Wand|Puzzle-Game,|||Kemco|Kemco|1993
69259A|Mickey Mouse Iv 4|Mickey Mouse IV|Mickey Mouse II|,Platform|||||
69260A|Mickey Mouse 5|Mickey Mouse V|Mickey Mouse|,Platform|||||
3284AA|Mickey's Dangerous Chase|Mickey's Dangerous Chase||Action,Platform|1||Now Production Co., Ltd.|Capcom U.S.A., Inc.|1991
3185AA|Mickey's Ultimate Challenge|Mickey's Ultimate Challenge||Race, Driving,Strategy,Puzzle-Game,|1||Designer Software|Hi-Tech Expressions, Inc.|1994
3323AA|Micromachines|MicroMachines|Micro Machines|Race, Driving,|||Codemasters|Codemasters|1995
3504AA|Micromachines 2 - Turbo Tournament|MicroMachines 2 : Turbo Tournament||Race, Driving,|||Supersonic Software|Supersonic Software|1994
69279A|Midori No Makibaou|Midori no Makibaou|Midori no Makibaoo|,Racing|||||
3242AA|Mighty Morphin Power Rangers|Mighty Morphin Power Rangers||Fight,Action,|2||Natsume Co., Ltd.|Bandai America, Inc.|1994
3371AA|Mighty Morphin Power Rangers - The Movie|Mighty Morphin Power Rangers : The Movie||Beat'em Up,|||Tom Create|Bandai|1995
69283A|Migrain|Migrain||,Puzzle|||||
69285A|Mikeneko Holmes No Kishidou|Mikeneko Holmes no Kishidou|||||||
69289A|Milon No Meikyuu Kumikyoku|Milon no Meikyuu Kumikyoku||,Arcade|||||
69290A|Milon's Secret Castle|Milon's Secret Castle||Action,Arcade|1||Hudson|Hudson|1993
69292A|Miner 2049er|Miner 2049er Starring Bounty Bob||Action,Arcade|2||Big Five Software|Mindscape|1982
69296A|Minesweeper - Soukaitei|Minesweeper - Soukaitei|||||||
69297A|Mini 4 Boy|Mini 4 Boy||Strategy,|1||J-Wing|J-Wing|1996
69298A|Mini 4 Boy 2 - Final Evolution|Mini 4 Boy II - Final Evolution|||||||
69300A|Mini Putt|Mini Putt||,Golf|||Artech Digital Entertainments, Inc.|A Wave, Inc.|
69301A|Mini Yonku Gb Let's And Go!!|Mini Yonku GB Let's & Go!!|||||||
69302A|Mini Yonku Gb Let's And Go!! - All-star Battle Max|Mini Yonku GB Let's & Go!! - All-Star Battle Max|||||||
69308A|Miracle Adventure Of Esparks - Ushinawareta Seiseki Perivron|Miracle Adventure of Esparks - Ushinawareta Seisek|||||||
3660AA|Missile Command|Missile Command|Asteroids & Missile Command|Fight,Action,|||Meyer Glass Interactive Ltd.|Hasbro Interactive, Inc.|1999
69317A|Mogu Mogu Gombo|Mogu Mogu Gombo||,Adventure|||||
69319A|Mogura De Pon!|Mogura de Pon!||,Arcade|||||
69320A|Moguranya|Moguranya||,Puzzle|||||
3529AA|Mole Mania|Mole Mania||Puzzle-Game,Action,|2||Nintendo EAD|Nintendo of America Inc.|1996
69321A|Momotarou Collection|Momotarou Collection|Momotarou Collection 2|,Arcade|||||
69322A|Momotarou Collection 2|Momotarou Collection 2||,Arcade|||||
69323A|Momotarou Dengeki|Momotarou Dengeki|Momotarou Dengeki 2|,Action|||||
69324A|Momotarou Dengeki 2|Momotarou Dengeki 2||Platform,||||Hudson|1994
69326A|Momotarou Densetsu Gaiden|Momotarou Densetsu Gaiden||Role-Playing,|1||||1991
69327A|Momotarou Dentetsu Jr. - Zenkoku Ramen Meguri No Maki|Momotarou Dentetsu Jr. - Zenkoku Ramen Meguri no M|||||||
69330A|Money Idol Exchanger|Money Idol Exchanger||Puzzle,|4||FACE|Athena|1997
69332A|Monopoly|Monopoly||Puzzle-Game,Strategy,|4||Sculptured Software|Parker Brothers|1995
184319|Monster Go! Go! Go!|Monster Go! Go! Go!|||||||
69335A|Monster Maker|Monster Maker||,RPG|||||
69338A|Monster Maker - Barcode Saga|Monster Maker - Barcode Saga||,RPG|||||
69337A|Monster Maker 2 - Uru No Hiken|Monster Maker 2 - Uru no Hiken|||||||
3312AA|Monster Max|Monster Max||Puzzle-Game,Action,|1||Rare Ltd.|Titus France SA|1994
69340A|Monster Race|Monster Race||,RPG|||||
69342A|Monster Race Okawari|Monster Race Okawari|||||||
69348A|Monster Truck|Monster Truck||,Racing|||||
69349A|Monster Truck Wars|Monster Truck Wars||Race, Driving,Action,|||Gremlin Graphics Software Limited|Acclaim Entertainment, Inc.|1994
3317AA|Montezuma's Return|Montezuma's Return||Sports,Action,|1||Utopia Technologies Inc.|Software 2000|1998
2988AA|Mortal Kombat|Mortal Kombat|Mortal Kombat 3|Fight,Action,|1||Midway Manufacturing Company|Acclaim Entertainment, Inc.|1993
69361A|Mortal Kombat And Mortal Kombat 2|Mortal Kombat & Mortal Kombat II|||1||Probe|Starfish-SD Inc.|
2989AA|Mortal Kombat 3|Mortal Kombat 3||Fight,Action,|1||Midway Manufacturing Company|Williams Entertainment, Inc.|1995
3012AA|Mortal Kombat 2|Mortal Kombat II||Sports,Action,|1||Midway|Acclaim Entertainment|1994
69364A|Mortal Kombat 2 - Kyuukyoku Shinken|Mortal Kombat II - Kyuukyoku Shinken|||||||
69365A|Motocross Maniacs|Motocross Maniacs||Race, Driving,|2||Konami Industry Co. Ltd.|Ultra Software Corporation|1990
3711AA|Mouse Trap Hotel|Mouse Trap Hotel|Mousetrap Hotel|Action,Platform|||Imagineering Inc.|Electro Brain Corp.|1992
69395A|Mr. Chin's Gourmet Paradise|Mr. Chin's Gourmet Paradise||Action,|1||Romstar Incorporated|Romstar Incorporated|1990
69397A|Mr. Do!|Mr. Do!||Action,Arcade|1||Universal Co., Ltd.|Ocean|1992
69399A|Mr. Go No Baken Tekichuu Jutsu|Mr. Go no Baken Tekichuu Jutsu|||||||
3109AA|Mr. Nutz|Mr. Nutz|Mr Nutz|Action,Platform|1||Ocean Software Ltd.|Ocean Software Ltd.|1994
3385AA|Ms. Pac-man|Ms. Pac-Man||Action,Arcade|2||Midway Mfg. Co.|Namco Hometek Inc.|1993
69406A|Muhammad Ali Heavyweight Boxing|Muhammad Ali Heavyweight Boxing|||||Park Place Productions|Virgin Games, Inc.|1992
3344AA|Mulan|Mulan|Golf|Role playing games,|1||THQ|Tiertex Design Studios|1998
69418A|Mvp Baseball|MVP Baseball||,Baseball|||Team Fusion|Electronic Arts, Inc.|
69421A|Mysterium|Mysterium||Action,Adventure|2||Maxis Software Inc.|Asmik Ace Entertainment, Inc.|1991
3343AA|Mystical Ninja Starring Goemon|Mystical Ninja Starring Goemon||Action,Role playing games,|1||Konami Computer Entertainment Nagoya Co., Ltd.|Konami of America, Inc.|1998
69425A|Nada Asatarou And Kojima Takeo No Jissen Mahjong Kyoushitsu|Nada Asatarou & Kojima Takeo no Jissen Mahjong Kyo|||||||
69427A|Nada Asatarou No Powerful Mahjong - Tsugi No Itte 100 Dai|Nada Asatarou no Powerful Mahjong - Tsugi no Itte ||,Puzzle|||||
3565AA|Nail'n Scale|Nail'n Scale||Puzzle-Game,Action,|1||Data East|Data East|1992
69431A|Nakajima Satoru - F-1 Hero Gb - World Championship '91|Nakajima Satoru - F-1 Hero GB - World Championship|||||||
69428A|Nakajima Satoru Kanshuu - F-1 Hero Gb '92 - The Graded Driver|Nakajima Satoru Kanshuu - F-1 Hero GB '92 - The Gr|||||||
69443A|Namco Classic|Namco Classic|Namco Classics|Sports,|1||Tose Co., Ltd.|Namco Ltd.|1991
69445A|Namco Gallery Vol.1|Namco Gallery Vol.1||,Arcade|||Namco|Namco|1996
69446A|Namco Gallery Vol.2|Namco Gallery Vol.2||,Arcade|||Namco|Namco|1996
69447A|Namco Gallery Vol.3|Namco Gallery Vol.3||,Arcade|||Namco|Namco|1997
69451A|Nangoku Shounen Papuwa-kun - Ganmadan No Yabou|Nangoku Shounen Papuwa-kun - Ganmadan no Yabou|||||||
69454A|Nanonote|Nanonote||,Other|1|||Konami Co., Ltd.|1992
69463A|Navy Blue 90|Navy Blue 90||,Battleship|||||
69464A|Navy Blue 98|Navy Blue 98||,Battleship|||||
69465A|Navy Seals|Navy Seals||Action|1||Ocean|Ocean|1991
69467A|Nba All Star Challenge|NBA All Star Challenge|NBA All Star Challenge 2|,Basketball|||Beam Software Pty., Ltd.|Flying Edge, Inc.|1992
69468A|Nba All Star Challenge 2|NBA All Star Challenge 2||,Basketball|||Beam Software Pty., Ltd.|LJN, Ltd.|
3443AA|Nba Jam|NBA Jam||Sports,Action,|1||Midway Manufacturing Company|Acclaim Entertainment, Inc.|1994
3318AA|Nba Jam - Tournament Edition|NBA Jam : Tournament Edition||Sports,|||Torus Games|Acclaim Entertainment|1995
69476A|Nba Live 96|NBA Live 96||Sports,|1||Tiertex Design Studios|Black Pearl Software|1995
69479A|Nectaris Gb|Nectaris GB||,Strategy|||||
69484A|Nekketsu Kouha Kunio-kun - Bangai Rantou Hen|Nekketsu Kouha Kunio-kun - Bangai Rantou Hen|Nekketsu Kouha Kunio-Kun - Bangai Rantou-Hen|,Fighter|||||
99394A|Nekketsu Koukou Dodgeball-bu - Kyouteki! Dodge Soldier No Maki|Nekketsu Koukou Dodge Ball-bu|||||Technos|Technos|1991
69488A|Nekketsu Koukou Soccer-bu - World Cup Hen|Nekketsu Koukou Soccer-bu - World Cup Hen||Sports / Soccer,Sports,|||||
69489A|Nekketsu! Beach Volley Da Yo Kunio-kun|Nekketsu! Beach Volley da yo Kunio-kun||Sports,|1||Technos Japan Corp.|Technos Japan Corp.|
69491A|Nekojara Monogatari|Nekojara Monogatari|||||Kemco|Kemco|
3247AA|Nemesis|Nemesis|Nemesis II|Various,Action,|1||Konami Industry Co. Ltd.|Ultra Software Corporation|1990
69492A|Nemesis 2|Nemesis II||Action,Shoot'em up / Horizontal,Shoot'em Up,|1||Konami|Konami|1987
69511A|Nettou Garou Densetsu 2|Nettou Garou Densetsu 2|||||||
153215|Nettou King Of Fighters '97|Nettou King Of Fighters '97|Nettou King of Fighters '95|,Fighting|||||
69517A|Nettou Real Bout Garou Densetsu Special|Nettou Real Bout Garou Densetsu Special||Fighting,|2||Gaibrain|Takara|1998
69518A|Nettou Samurai Spirits|Nettou Samurai Spirits||,Fighting|||||
69519A|Nettou Samurai Spirits - Zankurou Musouken|Nettou Samurai Spirits - Zankurou Musouken|||||||
69520A|Nettou The King Of Fighters '95|Nettou The King of Fighters '95|||||||
69521A|Nettou The King Of Fighters '96|Nettou The King of Fighters '96|||||||
69522A|Nettou Toushinden|Nettou Toushinden|||||||
69523A|Nettou World Heroes 2 Jet|Nettou World Heroes 2 Jet||,Fighting|||||
69531A|Nfl Football|NFL Football||Sports,|||APh Technological Consulting|Konami|1979
69532A|Nfl Quarterback Club|NFL Quarterback Club||Sports,|2||Beam Software Pty., Ltd.|LJN, Ltd.|1993
69536A|Nfl Quarterback Club '96|NFL Quarterback Club '96|NFL Quarterback Club 96|,Football US|||Iguana Entertainment, Inc.|Acclaim Entertainment, Inc.|1995
69537A|Nfl Quarterback Club 2|NFL Quarterback Club II||,Football US|||||
69540A|Nhl '96|NHL '96|||||Electronic Arts Canada|Electronic Arts, Inc.|1995
69543A|Nhl Hockey '95|NHL Hockey '95||,Hockey|||||
69546A|Nichibutsu Mahjong - Yoshimoto Gekijou|Nichibutsu Mahjong - Yoshimoto Gekijou||,Mahjong|||||
3589AA|Nigel Mansell's World Championship|Nigel Mansell's World Championship||Race, Driving,|1||Gremlin|GameTek|1993
167200|Night Driving : Atari 2600|Night Driving : Atari 2600|||||||
69558A|Nihon Daihyou Team - Eikou No Eleven|Nihon Daihyou Team - Eikou no Eleven|||||||
69557A|Nihon Daihyou Team France De Ganbare! - J.league Supporter Soccer|Nihon Daihyou Team France de Ganbare! - J.League S|||||||
69561A|Nikkan Berutomo Club|Nikkan Berutomo Club|||||||
3101AA|Ninja Boy|Ninja Boy|Ninja Boy 2|Fight,Action,|1||Culture Brain Inc.|Culture Brain Inc.|1990
69563A|Ninja Boy 2|Ninja Boy 2||Action|1||Culture Brain|Culture Brain|1993
69564A|Ninja Gaiden Shadow|Ninja Gaiden Shadow||Action|1||Natsume Co., Ltd.|Tecmo, Inc.|1992
69566A|Ninja Ryuuken Den - Matenrou Kessen|Ninja Ryuuken Den - Matenrou Kessen|||||||
69568A|Ninja Taro|Ninja Taro||Role playing games,|||NMK|American Sammy|1992
69569A|Ninku|Ninku|Gift|,Fighting|||||
69571A|Ninku Dai-2-dan - Ninku Sensou Hen|Ninku Dai-2-dan - Ninku Sensou Hen|||||||
69575A|Nintama Rantarou - Ninjutsu Gakuen Ni Nyuugaku Shiyou No Dan|Nintama Rantarou - Ninjutsu Gakuen ni Nyuugaku Shi|||||||
69574A|Nintama Rantarou Gb - Eawase Challenge Puzzle|Nintama Rantarou GB - Eawase Challenge Puzzle|||||||
3064AA|Nintendo World Cup|Nintendo World Cup||Sports,|2||Technos Japan Corp.|Nintendo of America Inc.|1991
69580A|Niv Bible And The 20 Lost Levels Of Joshua|NIV Bible & the 20 Lost Levels of Joshua|||2||Wisdom Tree, Inc.|Wisdom Tree, Inc.|1996
69586A|Nobunaga No Yabou - Game Boy Ban|Nobunaga no Yabou - Game Boy Ban|||||||
69588A|Nobunaga's Ambition|Nobunaga's Ambition||Strategy,|2||Koei|Koei|1991
69597A|Nontan To Issho - Kurukuru Puzzle|Nontan to Issho - Kurukuru Puzzle||,Puzzle|||||
69598A|Noobow|Noobow||Action,Platform,Puzzle,|1||Irem|Irem|1992
71150A|We're Back! - A Dinosaur's Story|We're Back! - A Dinosaur's Story||Action,Platform|||Beam Software|Hi-Tech Expressions|1993
142943|Obsession's Sokoban|Obsession's Sokoban|||||||
3107AA|Oddworld Adventures|Oddworld Adventures||Puzzle-Game,Action,|1||Saffire, Inc|GT Interactive Software Corp.|1998
69618A|Oira Jajamaru! Sekai Daibouken|Oira Jajamaru! Sekai Daibouken||,Action|||||
69624A|Olympic Summer Games|Olympic Summer Games||Sports,|1||Tiertex Ltd.|Black Pearl Software|1996
69631A|Oni 2 - Innin Densetsu|Oni II - Innin Densetsu||,RPG|||||
69632A|Oni 3 - Kuro No Hakaishin|Oni III - Kuro no Hakaishin||,RPG|||||
69633A|Oni 4 - Kijin No Ketsuzoku|Oni IV - Kijin no Ketsuzoku|Oni 4 - Kishin no Ketsuzoku|,RPG|||||
69634A|Oni 5 - Innin O Tsugumono|Oni V - Innin o Tsugumono|Oni 5 - Innin wo Tsugumono|,RPG|||||
